Phylum,ACC,Mbp,EVE_Status
Ascomycota,GCA_001513925.1,33.546,Negative
Ascomycota,GCA_001515345.1,34.879,Negative
Ascomycota,GCA_001515405.2,11.65,Negative
Ascomycota,GCA_001515425.2,17.163,Negative
Ascomycota,GCA_001515445.2,19.151,Negative
Ascomycota,GCA_001515465.2,14.343,Negative
Ascomycota,GCA_001519035.1,51.8,Negative
Ascomycota,GCA_001548555.1,8.949,Negative
Ascomycota,GCA_001561935.1,29.141,Negative
Ascomycota,GCA_001563115.1,49.948,Negative
Ascomycota,GCA_001563125.1,48.307,Negative
Ascomycota,GCA_001563135.1,50.394,Negative
Ascomycota,GCA_001566295.1,38.806,Negative
Ascomycota,GCA_001567575.1,37.784,Negative
Ascomycota,GCA_001571465.2,36.512,Negative
Ascomycota,GCA_001572055.1,34.356,Negative
Ascomycota,GCA_001572075.1,26.82,Negative
Ascomycota,GCA_001576635.1,35.834,Negative
Ascomycota,GCA_001576645.1,36.322,Negative
Ascomycota,GCA_001576655.1,36.412,Negative
Ascomycota,GCA_001576715.1,36.329,Negative
Ascomycota,GCA_001576725.1,36.203,Negative
Ascomycota,GCA_001576735.1,35.993,Negative
Ascomycota,GCA_001576745.1,36.084,Negative
Ascomycota,GCA_001576795.1,36.578,Negative
Ascomycota,GCA_001576805.1,30.129,Negative
Ascomycota,GCA_001578225.1,60.41,Negative
Ascomycota,GCA_001578235.1,47.094,Negative
Ascomycota,GCA_001584535.1,11.621,Negative
Ascomycota,GCA_001592465.1,29.877,Negative
Ascomycota,GCA_001592655.1,11.885,Negative
Ascomycota,GCA_001593745.1,52.129,Negative
Ascomycota,GCA_001599035.1,36.961,Negative
Ascomycota,GCA_001599075.1,12.271,Negative
Ascomycota,GCA_001599115.1,10.328,Negative
Ascomycota,GCA_001599135.1,12.953,Negative
Ascomycota,GCA_001599175.1,48.183,Negative
Ascomycota,GCA_001599195.1,12.238,Negative
Ascomycota,GCA_001599235.1,10.233,Negative
Ascomycota,GCA_001599255.1,12.08,Negative
Ascomycota,GCA_001599275.1,8.381,Negative
Ascomycota,GCA_001599295.1,16.381,Negative
Ascomycota,GCA_001599335.1,19.129,Negative
Ascomycota,GCA_001599355.1,11.612,Negative
Ascomycota,GCA_001599375.1,38.51,Negative
Ascomycota,GCA_001599395.1,16.455,Negative
Ascomycota,GCA_001599415.1,36.047,Negative
Ascomycota,GCA_001599455.1,28.263,Negative
Ascomycota,GCA_001599535.1,32.623,Negative
Ascomycota,GCA_001599555.1,42.483,Negative
Ascomycota,GCA_001599775.1,29.802,Negative
Ascomycota,GCA_001599795.1,36.316,Negative
Ascomycota,GCA_001599835.1,31.044,Negative
Ascomycota,GCA_001599855.1,27.037,Negative
Ascomycota,GCA_001599875.1,27.242,Negative
Ascomycota,GCA_001599915.1,23.676,Negative
Ascomycota,GCA_001599995.1,24.602,Negative
Ascomycota,GCA_001600075.1,20.707,Negative
Ascomycota,GCA_001600195.1,21.685,Negative
Ascomycota,GCA_001600375.1,9.274,Negative
Ascomycota,GCA_001600515.1,21.532,Negative
Ascomycota,GCA_001600535.1,21.44,Negative
Ascomycota,GCA_001600695.1,19.99,Negative
Ascomycota,GCA_001600755.1,14.754,Negative
Ascomycota,GCA_001602355.1,21.671,Negative
Ascomycota,GCA_001602395.1,34.184,Negative
Ascomycota,GCA_001604925.1,32.454,Negative
Ascomycota,GCA_001604955.1,31.127,Negative
Ascomycota,GCA_001605845.1,32.778,Negative
Ascomycota,GCA_001618705.1,52.962,Negative
Ascomycota,GCA_001618715.1,52.719,Negative
Ascomycota,GCA_001618725.1,53.476,Negative
Ascomycota,GCA_001618735.1,53.216,Negative
Ascomycota,GCA_001619985.1,24.318,Negative
Ascomycota,GCA_001625265.1,52.836,Negative
Ascomycota,GCA_001625285.1,53.591,Negative
Ascomycota,GCA_001630375.1,34.041,Negative
Ascomycota,GCA_001630395.1,28.289,Negative
Ascomycota,GCA_001630405.1,59.49,Negative
Ascomycota,GCA_001630575.1,31.259,Negative
Ascomycota,GCA_001630585.1,25.813,Negative
Ascomycota,GCA_001630595.1,31.416,Negative
Ascomycota,GCA_001630605.1,30.531,Negative
Ascomycota,GCA_001633045.1,46.862,Negative
Ascomycota,GCA_001634645.1,12.332,Negative
Ascomycota,GCA_001636725.1,33.4,Negative
Ascomycota,GCA_001636735.1,32.347,Negative
Ascomycota,GCA_001636745.1,31.642,Negative
Ascomycota,GCA_001640025.2,15.982,Negative
Ascomycota,GCA_001640285.1,55.167,Negative
Ascomycota,GCA_001641265.1,35.81,Negative
Ascomycota,GCA_001642055.1,32.987,Negative
Ascomycota,GCA_001642475.1,35.23,Negative
Ascomycota,GCA_001643655.1,28.234,Negative
Ascomycota,GCA_001643665.1,28.524,Negative
Ascomycota,GCA_001644535.1,38.305,Negative
Ascomycota,GCA_001646965.1,33.787,Negative
Ascomycota,GCA_001646985.1,33.391,Negative
Ascomycota,GCA_001649435.1,23.577,Negative
Ascomycota,GCA_001651435.1,23.256,Negative
Ascomycota,GCA_001651445.1,22.29,Negative
Ascomycota,GCA_001651985.1,34.728,Negative
Ascomycota,GCA_001653235.2,44.192,Negative
Ascomycota,GCA_001654545.1,41.951,Negative
Ascomycota,GCA_001655755.1,16.565,Negative
Ascomycota,GCA_001655765.1,14.818,Negative
Ascomycota,GCA_001657455.1,14.795,Negative
Ascomycota,GCA_001657655.1,26.562,Negative
Ascomycota,GCA_001659765.1,9.705,Negative
Ascomycota,GCA_001661235.1,11.434,Negative
Ascomycota,GCA_001661245.1,12.359,Negative
Ascomycota,GCA_001661255.1,13.72,Negative
Ascomycota,GCA_001661265.1,14.113,Negative
Ascomycota,GCA_001661315.1,13.682,Negative
Ascomycota,GCA_001661335.1,15.053,Negative
Ascomycota,GCA_001661345.1,17.458,Negative
Ascomycota,GCA_001661405.1,12.757,Negative
Ascomycota,GCA_001661425.1,13.1,Negative
Ascomycota,GCA_001661475.1,9.124,Negative
Ascomycota,GCA_001662575.1,32.859,Negative
Ascomycota,GCA_001662585.1,35.481,Negative
Ascomycota,GCA_001662595.1,30.106,Negative
Ascomycota,GCA_001662605.1,32.164,Negative
Ascomycota,GCA_001662645.1,33.213,Negative
Ascomycota,GCA_001662655.1,30.16,Negative
Ascomycota,GCA_001662755.1,43.348,Negative
Ascomycota,GCA_001663355.1,33.838,Negative
Ascomycota,GCA_001664035.1,15.678,Negative
Ascomycota,GCA_001664045.1,8.974,Negative
Ascomycota,GCA_001669875.1,11.5,Negative
Ascomycota,GCA_001669905.1,11.499,Negative
Ascomycota,GCA_001669935.1,11.537,Negative
Ascomycota,GCA_001669965.1,11.493,Negative
Ascomycota,GCA_001669995.1,11.51,Negative
Ascomycota,GCA_001670025.1,11.525,Negative
Ascomycota,GCA_001670055.1,11.498,Negative
Ascomycota,GCA_001670085.1,11.498,Negative
Ascomycota,GCA_001670115.1,11.507,Negative
Ascomycota,GCA_001670145.1,11.509,Negative
Ascomycota,GCA_001670175.1,11.477,Negative
Ascomycota,GCA_001670205.1,11.504,Negative
Ascomycota,GCA_001670235.1,11.511,Negative
Ascomycota,GCA_001670265.1,11.496,Negative
Ascomycota,GCA_001670295.1,11.509,Negative
Ascomycota,GCA_001670325.1,11.513,Negative
Ascomycota,GCA_001670355.1,11.453,Negative
Ascomycota,GCA_001670385.1,11.453,Negative
Ascomycota,GCA_001670415.1,11.464,Negative
Ascomycota,GCA_001670845.1,11.494,Negative
Ascomycota,GCA_001670935.1,11.489,Negative
Ascomycota,GCA_001670965.1,11.481,Negative
Ascomycota,GCA_001670995.1,11.525,Negative
Ascomycota,GCA_001671025.1,11.478,Negative
Ascomycota,GCA_001671055.1,11.499,Negative
Ascomycota,GCA_001671085.1,11.493,Negative
Ascomycota,GCA_001671115.1,11.503,Negative
Ascomycota,GCA_001671165.1,11.473,Negative
Ascomycota,GCA_001671195.1,11.501,Negative
Ascomycota,GCA_001671225.1,11.488,Negative
Ascomycota,GCA_001671255.1,11.491,Negative
Ascomycota,GCA_001671285.1,11.507,Negative
Ascomycota,GCA_001671315.1,11.495,Negative
Ascomycota,GCA_001671345.1,11.504,Negative
Ascomycota,GCA_001671375.1,11.497,Negative
Ascomycota,GCA_001671405.1,11.468,Negative
Ascomycota,GCA_001671435.1,11.548,Negative
Ascomycota,GCA_001671565.1,11.502,Negative
Ascomycota,GCA_001671595.1,11.483,Negative
Ascomycota,GCA_001671625.1,11.534,Negative
Ascomycota,GCA_001671655.1,11.525,Negative
Ascomycota,GCA_001671685.1,11.489,Negative
Ascomycota,GCA_001671715.1,11.533,Negative
Ascomycota,GCA_001671745.1,11.508,Negative
Ascomycota,GCA_001671775.1,11.5,Negative
Ascomycota,GCA_001671805.1,11.505,Negative
Ascomycota,GCA_001671835.1,11.481,Negative
Ascomycota,GCA_001671865.1,11.478,Negative
Ascomycota,GCA_001671895.1,11.487,Negative
Ascomycota,GCA_001671925.1,11.513,Negative
Ascomycota,GCA_001671955.1,11.478,Negative
Ascomycota,GCA_001671985.1,11.539,Negative
Ascomycota,GCA_001675295.1,46.467,Negative
Ascomycota,GCA_001678115.1,17.598,Negative
Ascomycota,GCA_001680505.1,49.008,Negative
Ascomycota,GCA_001680515.1,50.534,Negative
Ascomycota,GCA_001680625.1,51.308,Negative
Ascomycota,GCA_001680685.1,49.383,Negative
Ascomycota,GCA_001682635.1,35.022,Negative
Ascomycota,GCA_001682995.1,11.62,Negative
Ascomycota,GCA_001684195.1,35.329,Negative
Ascomycota,GCA_001684205.1,36.875,Negative
Ascomycota,GCA_001684225.1,34.757,Negative
Ascomycota,GCA_001693015.2,97.39,Negative
Ascomycota,GCA_001693025.2,99.144,Negative
Ascomycota,GCA_001693355.1,27.779,Negative
Ascomycota,GCA_001695535.1,35.785,Negative
Ascomycota,GCA_001696595.2,39.689,Negative
Ascomycota,GCA_001696625.1,46.735,Negative
Ascomycota,GCA_001696825.1,33.016,Negative
Ascomycota,GCA_001702395.2,63.598,Negative
Ascomycota,GCA_001702505.1,54.636,Negative
Ascomycota,GCA_001702695.2,52.908,Negative
Ascomycota,GCA_001702715.1,49.653,Negative
Ascomycota,GCA_001702745.1,51.89,Negative
Ascomycota,GCA_001702775.1,54.039,Negative
Ascomycota,GCA_001702785.1,55.269,Negative
Ascomycota,GCA_001702795.1,51.952,Negative
Ascomycota,GCA_001702805.1,54.992,Negative
Ascomycota,GCA_001702845.1,51.138,Negative
Ascomycota,GCA_001702865.1,54.664,Negative
Ascomycota,GCA_001702875.1,51.869,Negative
Ascomycota,GCA_001702905.1,51.17,Negative
Ascomycota,GCA_001702935.1,51.791,Negative
Ascomycota,GCA_001702945.1,50.053,Negative
Ascomycota,GCA_001702955.1,48.944,Negative
Ascomycota,GCA_001702995.1,49.565,Negative
Ascomycota,GCA_001703015.1,51.271,Negative
Ascomycota,GCA_001703025.1,50.003,Negative
Ascomycota,GCA_001703035.1,49.116,Negative
Ascomycota,GCA_001703065.1,50.048,Negative
Ascomycota,GCA_001703085.1,51.773,Negative
Ascomycota,GCA_001703105.1,51.519,Negative
Ascomycota,GCA_001703125.1,48.991,Negative
Ascomycota,GCA_001703135.1,50.643,Negative
Ascomycota,GCA_001703175.2,56.213,Negative
Ascomycota,GCA_001703185.1,51.133,Negative
Ascomycota,GCA_001703205.2,62.193,Negative
Ascomycota,GCA_001703255.1,52.705,Negative
Ascomycota,GCA_001703335.1,51.775,Negative
Ascomycota,GCA_001703345.1,52.489,Negative
Ascomycota,GCA_001703355.1,51.715,Negative
Ascomycota,GCA_001703365.1,52.806,Negative
Ascomycota,GCA_001703955.2,36.276,Negative
Ascomycota,GCA_001713645.1,29.295,Negative
Ascomycota,GCA_001713695.1,29.332,Negative
Ascomycota,GCA_001715265.1,36.172,Negative
Ascomycota,GCA_001715275.2,27.52,Negative
Ascomycota,GCA_001717485.1,28.319,Negative
Ascomycota,GCA_001721665.1,38.138,Negative
Ascomycota,GCA_001723175.3,30.793,Negative
Ascomycota,GCA_001735785.1,28.073,Negative
Ascomycota,GCA_001735825.1,12.542,Negative
Ascomycota,GCA_001737145.2,11.823,Negative
Ascomycota,GCA_001737155.1,12.674,Negative
Ascomycota,GCA_001737165.1,11.697,Negative
Ascomycota,GCA_001737175.1,12.582,Negative
Ascomycota,GCA_001737265.1,11.672,Negative
Ascomycota,GCA_001737275.1,11.882,Negative
Ascomycota,GCA_001737285.1,11.891,Negative
Ascomycota,GCA_001737295.2,11.758,Negative
Ascomycota,GCA_001737385.2,11.776,Negative
Ascomycota,GCA_001737395.2,12.23,Negative
Ascomycota,GCA_001737415.2,11.556,Negative
Ascomycota,GCA_001737445.2,11.56,Negative
Ascomycota,GCA_001737505.2,11.733,Negative
Ascomycota,GCA_001737515.2,11.792,Negative
Ascomycota,GCA_001737535.2,11.68,Negative
Ascomycota,GCA_001737545.2,11.876,Negative
Ascomycota,GCA_001737625.2,11.635,Negative
Ascomycota,GCA_001737635.2,11.621,Negative
Ascomycota,GCA_001737645.2,11.835,Negative
Ascomycota,GCA_001737655.2,11.62,Negative
Ascomycota,GCA_001737745.2,11.588,Negative
Ascomycota,GCA_001737755.2,11.664,Negative
Ascomycota,GCA_001737765.2,11.677,Negative
Ascomycota,GCA_001737785.2,11.708,Negative
Ascomycota,GCA_001737865.2,11.613,Negative
Ascomycota,GCA_001737875.1,11.766,Negative
Ascomycota,GCA_001737885.1,12.178,Negative
Ascomycota,GCA_001737895.1,12.062,Negative
Ascomycota,GCA_001737985.1,12.182,Negative
Ascomycota,GCA_001737995.1,11.966,Negative
Ascomycota,GCA_001738005.1,11.688,Negative
Ascomycota,GCA_001738015.1,11.77,Negative
Ascomycota,GCA_001738105.1,11.929,Negative
Ascomycota,GCA_001738115.1,12.016,Negative
Ascomycota,GCA_001738125.1,11.642,Negative
Ascomycota,GCA_001738135.2,13.038,Negative
Ascomycota,GCA_001738225.1,11.667,Negative
Ascomycota,GCA_001738235.1,11.602,Negative
Ascomycota,GCA_001738255.1,11.603,Negative
Ascomycota,GCA_001738265.1,11.67,Negative
Ascomycota,GCA_001738345.1,11.493,Negative
Ascomycota,GCA_001738355.1,11.776,Negative
Ascomycota,GCA_001738375.1,11.617,Negative
Ascomycota,GCA_001738395.1,11.882,Negative
Ascomycota,GCA_001738465.1,11.719,Negative
Ascomycota,GCA_001738485.1,12.078,Negative
Ascomycota,GCA_001738495.1,11.979,Negative
Ascomycota,GCA_001738515.1,12.006,Negative
Ascomycota,GCA_001738585.1,12.055,Negative
Ascomycota,GCA_001738595.1,11.983,Negative
Ascomycota,GCA_001738605.1,11.661,Negative
Ascomycota,GCA_001738615.1,11.549,Negative
Ascomycota,GCA_001738705.1,12.091,Negative
Ascomycota,GCA_001738715.1,11.679,Negative
Ascomycota,GCA_001738725.1,11.83,Negative
Ascomycota,GCA_001738755.1,12.058,Negative
Ascomycota,GCA_001738825.1,12.09,Negative
Ascomycota,GCA_001738835.1,12.178,Negative
Ascomycota,GCA_001738845.1,11.863,Negative
Ascomycota,GCA_001738855.1,12.551,Negative
Ascomycota,GCA_001738945.1,12.656,Negative
Ascomycota,GCA_001738955.1,12.486,Negative
Ascomycota,GCA_001738965.1,11.981,Negative
Ascomycota,GCA_001738985.1,11.819,Negative
Ascomycota,GCA_001739065.1,12.077,Negative
Ascomycota,GCA_001739075.1,12.173,Negative
Ascomycota,GCA_001739095.1,11.955,Negative
Ascomycota,GCA_001739105.1,11.98,Negative
Ascomycota,GCA_001739185.1,11.751,Negative
Ascomycota,GCA_001739215.1,11.931,Negative
Ascomycota,GCA_001739225.1,12.14,Negative
Ascomycota,GCA_001739235.1,12.235,Negative
Ascomycota,GCA_001739305.1,11.872,Negative
Ascomycota,GCA_001739335.1,11.82,Negative
Ascomycota,GCA_001739345.1,11.853,Negative
Ascomycota,GCA_001739355.1,12.003,Negative
Ascomycota,GCA_001739425.1,12.099,Negative
Ascomycota,GCA_001739455.1,11.906,Negative
Ascomycota,GCA_001739475.1,11.894,Negative
Ascomycota,GCA_001739495.1,11.868,Negative
Ascomycota,GCA_001739545.1,11.908,Negative
Ascomycota,GCA_001739575.1,11.92,Negative
Ascomycota,GCA_001739595.1,11.835,Negative
Ascomycota,GCA_001739625.1,11.976,Negative
Ascomycota,GCA_001739665.1,11.785,Negative
Ascomycota,GCA_001739695.1,11.755,Negative
Ascomycota,GCA_001739705.1,11.661,Negative
Ascomycota,GCA_001739735.1,11.951,Negative
Ascomycota,GCA_001739775.1,11.559,Negative
Ascomycota,GCA_001739815.1,11.878,Negative
Ascomycota,GCA_001739825.1,11.905,Negative
Ascomycota,GCA_001739845.1,11.797,Negative
Ascomycota,GCA_001739865.1,12.015,Negative
Ascomycota,GCA_001739935.1,12.029,Negative
Ascomycota,GCA_001739945.1,12.18,Negative
Ascomycota,GCA_001739965.1,11.944,Negative
Ascomycota,GCA_001739995.1,11.935,Negative
Ascomycota,GCA_001740055.1,12.153,Negative
Ascomycota,GCA_001740075.1,11.878,Negative
Ascomycota,GCA_001740095.1,11.982,Negative
Ascomycota,GCA_001740115.1,11.977,Negative
Ascomycota,GCA_001740175.1,11.942,Negative
Ascomycota,GCA_001740185.1,11.907,Negative
Ascomycota,GCA_001740205.1,11.883,Negative
Ascomycota,GCA_001740225.1,12.325,Negative
Ascomycota,GCA_001740295.1,11.863,Negative
Ascomycota,GCA_001740305.1,11.975,Negative
Ascomycota,GCA_001740325.1,11.962,Negative
Ascomycota,GCA_001740345.1,11.952,Negative
Ascomycota,GCA_001740415.1,11.965,Negative
Ascomycota,GCA_001740425.1,11.912,Negative
Ascomycota,GCA_001740445.1,11.96,Negative
Ascomycota,GCA_001740455.1,11.542,Negative
Ascomycota,GCA_001740535.1,11.84,Negative
Ascomycota,GCA_001740545.1,11.652,Negative
Ascomycota,GCA_001740565.1,11.682,Negative
Ascomycota,GCA_001740575.1,11.91,Negative
Ascomycota,GCA_001740655.1,11.96,Negative
Ascomycota,GCA_001740665.1,12.015,Negative
Ascomycota,GCA_001740675.1,11.79,Negative
Ascomycota,GCA_001740705.1,11.797,Negative
Ascomycota,GCA_001740775.1,11.826,Negative
Ascomycota,GCA_001740785.1,11.731,Negative
Ascomycota,GCA_001740795.1,11.622,Negative
Ascomycota,GCA_001740805.1,11.931,Negative
Ascomycota,GCA_001740895.1,11.718,Negative
Ascomycota,GCA_001740905.1,11.722,Negative
Ascomycota,GCA_001740915.1,12.112,Negative
Ascomycota,GCA_001740925.1,12.133,Negative
Ascomycota,GCA_001741015.1,11.921,Negative
Ascomycota,GCA_001741025.1,11.771,Negative
Ascomycota,GCA_001741035.1,12.07,Negative
Ascomycota,GCA_001741045.1,11.65,Negative
Ascomycota,GCA_001741135.1,12.129,Negative
Ascomycota,GCA_001741145.1,11.771,Negative
Ascomycota,GCA_001741165.1,11.964,Negative
Ascomycota,GCA_001741195.1,11.593,Negative
Ascomycota,GCA_001741255.1,11.677,Negative
Ascomycota,GCA_001741285.1,11.718,Negative
Ascomycota,GCA_001741295.1,11.691,Negative
Ascomycota,GCA_001741305.1,11.695,Negative
Ascomycota,GCA_001741375.1,11.699,Negative
Ascomycota,GCA_001741405.1,11.675,Negative
Ascomycota,GCA_001741415.1,12.037,Negative
Ascomycota,GCA_001741425.1,11.688,Negative
Ascomycota,GCA_001741495.1,11.815,Negative
Ascomycota,GCA_001741525.1,11.744,Negative
Ascomycota,GCA_001741535.1,11.79,Negative
Ascomycota,GCA_001741555.1,11.708,Negative
Ascomycota,GCA_001741605.1,11.611,Negative
Ascomycota,GCA_001741685.1,12.234,Negative
Ascomycota,GCA_001741695.1,12,Negative
Ascomycota,GCA_001741705.1,11.97,Negative
Ascomycota,GCA_001741725.1,11.724,Negative
Ascomycota,GCA_001741805.1,11.665,Negative
Ascomycota,GCA_001741815.1,11.841,Negative
Ascomycota,GCA_001741885.1,34.627,Negative
Ascomycota,GCA_001741905.1,35.983,Negative
Ascomycota,GCA_001741915.1,36.451,Negative
Ascomycota,GCA_001748405.1,38.548,Negative
Ascomycota,GCA_001750005.1,31.523,Negative
Ascomycota,GCA_001750025.1,33.573,Negative
Ascomycota,GCA_001750045.2,34.859,Negative
Ascomycota,GCA_001761485.1,20.548,Negative
Ascomycota,GCA_001773325.1,33.718,Negative
Ascomycota,GCA_001792695.1,37.475,Negative
Ascomycota,GCA_001831195.1,48.552,Negative
Ascomycota,GCA_001835465.2,38.294,Negative
Ascomycota,GCA_001855235.1,53.007,Negative
Ascomycota,GCA_001857725.1,45.56,Negative
Ascomycota,GCA_001857865.1,38.906,Negative
Ascomycota,GCA_001858085.1,22.224,Negative
Ascomycota,GCA_001879275.1,42.325,Negative
Ascomycota,GCA_001879685.1,7.247,Negative
Ascomycota,GCA_001879705.1,33.42,Negative
Ascomycota,GCA_001883845.1,34.974,Negative
Ascomycota,GCA_001889945.1,35.652,Negative
Ascomycota,GCA_001890125.1,33.121,Negative
Ascomycota,GCA_001890685.1,37.305,Negative
Ascomycota,GCA_001890705.1,34.349,Negative
Ascomycota,GCA_001890725.1,31.295,Negative
Ascomycota,GCA_001890745.1,35.14,Negative
Ascomycota,GCA_001890805.1,27.781,Negative
Ascomycota,GCA_001890905.1,35.186,Negative
Ascomycota,GCA_001896365.1,33.714,Negative
Ascomycota,GCA_001901625.1,39.631,Negative
Ascomycota,GCA_001907595.1,30.835,Negative
Ascomycota,GCA_001908125.1,39.757,Negative
Ascomycota,GCA_001914275.1,28.161,Negative
Ascomycota,GCA_001929475.1,14.178,Negative
Ascomycota,GCA_001931795.1,36.075,Negative
Ascomycota,GCA_001931865.2,35.185,Negative
Ascomycota,GCA_001931935.1,31.587,Negative
Ascomycota,GCA_001931975.2,51.314,Negative
Ascomycota,GCA_001931985.1,42.029,Negative
Ascomycota,GCA_001937105.1,52.138,Negative
Ascomycota,GCA_001939105.2,16.643,Negative
Ascomycota,GCA_001939245.1,38.557,Negative
Ascomycota,GCA_001939915.1,26.072,Negative
Ascomycota,GCA_001950435.1,19.231,Negative
Ascomycota,GCA_001950455.1,34.118,Negative
Ascomycota,GCA_001950475.1,32.298,Negative
Ascomycota,GCA_001950535.1,33.657,Negative
Ascomycota,GCA_001950555.1,9.181,Negative
Ascomycota,GCA_001950575.1,11.395,Negative
Ascomycota,GCA_001951055.1,35.528,Negative
Ascomycota,GCA_001951195.1,63.193,Negative
Ascomycota,GCA_001951205.1,59.914,Negative
Ascomycota,GCA_001972265.1,32.284,Negative
Ascomycota,GCA_001972345.1,19.251,Negative
Ascomycota,GCA_001975905.1,37.017,Negative
Ascomycota,GCA_001983305.1,12.188,Negative
Ascomycota,GCA_001983325.1,11.677,Negative
Ascomycota,GCA_001984395.2,20.864,Negative
Ascomycota,GCA_001990665.1,40.675,Negative
Ascomycota,GCA_001990825.1,34.121,Negative
Ascomycota,GCA_001990985.1,36.917,Negative
Ascomycota,GCA_001999515.1,32.429,Negative
Ascomycota,GCA_002000375.1,30.88,Negative
Ascomycota,GCA_002003505.1,48.731,Negative
Ascomycota,GCA_002006585.1,34.923,Negative
Ascomycota,GCA_002007945.1,38.508,Negative
Ascomycota,GCA_002007985.1,18.792,Negative
Ascomycota,GCA_002007995.1,18.976,Negative
Ascomycota,GCA_002008015.1,18.791,Negative
Ascomycota,GCA_002008025.1,18.794,Negative
Ascomycota,GCA_002008065.1,19.12,Negative
Ascomycota,GCA_002008075.1,18.803,Negative
Ascomycota,GCA_002008085.1,19.129,Negative
Ascomycota,GCA_002008095.1,19.166,Negative
Ascomycota,GCA_002016555.1,32.942,Negative
Ascomycota,GCA_002022785.1,38.294,Negative
Ascomycota,GCA_002057635.1,12.226,Negative
Ascomycota,GCA_002057805.1,11.878,Negative
Ascomycota,GCA_002057885.1,12.131,Negative
Ascomycota,GCA_002057995.1,11.971,Negative
Ascomycota,GCA_002058095.1,11.804,Negative
Ascomycota,GCA_002058645.1,11.947,Negative
Ascomycota,GCA_002068075.1,10.438,Negative
Ascomycota,GCA_002072235.1,33.187,Negative
Ascomycota,GCA_002072245.1,23.924,Negative
Ascomycota,GCA_002072255.1,31.036,Negative
Ascomycota,GCA_002072265.1,32.393,Negative
Ascomycota,GCA_002072345.1,31.428,Negative
Ascomycota,GCA_002072365.1,32.898,Negative
Ascomycota,GCA_002072375.1,32.096,Negative
Ascomycota,GCA_002072405.1,28.354,Negative
Ascomycota,GCA_002072425.1,32.935,Negative
Ascomycota,GCA_002072455.1,30.744,Negative
Ascomycota,GCA_002073855.1,14.351,Negative
Ascomycota,GCA_002079025.1,12.022,Negative
Ascomycota,GCA_002079055.1,12.075,Negative
Ascomycota,GCA_002079085.1,11.864,Negative
Ascomycota,GCA_002079115.1,11.866,Negative
Ascomycota,GCA_002079145.1,12.197,Negative
Ascomycota,GCA_002079175.1,11.912,Negative
Ascomycota,GCA_002080375.1,31.41,Negative
Ascomycota,GCA_002093855.1,35.314,Negative
Ascomycota,GCA_002094185.1,12.299,Negative
Ascomycota,GCA_002099365.1,35.456,Negative
Ascomycota,GCA_002105025.1,49.678,Negative
Ascomycota,GCA_002105095.1,44.711,Negative
Ascomycota,GCA_002105105.1,12.929,Negative
Ascomycota,GCA_002105455.1,15.098,Negative
Ascomycota,GCA_002116305.1,31.005,Negative
Ascomycota,GCA_002116315.1,34.602,Negative
Ascomycota,GCA_002116345.1,27.2,Negative
Ascomycota,GCA_002116355.1,29.942,Negative
Ascomycota,GCA_002118035.1,17.055,Negative
Ascomycota,GCA_002118155.1,16.698,Negative
Ascomycota,GCA_002120325.1,37.442,Negative
Ascomycota,GCA_002148275.1,60.665,Negative
Ascomycota,GCA_002148295.1,40.142,Negative
Ascomycota,GCA_002148305.1,58.178,Negative
Ascomycota,GCA_002153405.1,29.879,Negative
Ascomycota,GCA_002156615.1,26.117,Negative
Ascomycota,GCA_002162575.1,40.4,Negative
Ascomycota,GCA_002163515.1,12.431,Negative
Ascomycota,GCA_002165215.1,47.77,Negative
Ascomycota,GCA_002166775.1,10.911,Negative
Ascomycota,GCA_002168265.2,48.223,Negative
Ascomycota,GCA_002179595.1,40.894,Negative
Ascomycota,GCA_002189585.1,57.599,Negative
Ascomycota,GCA_002211485.2,35.806,Negative
Ascomycota,GCA_002214845.1,9.683,Negative
Ascomycota,GCA_002214955.1,37.129,Negative
Ascomycota,GCA_002214965.1,36.975,Negative
Ascomycota,GCA_002215965.1,38.163,Negative
Ascomycota,GCA_002217615.1,40.273,Negative
Ascomycota,GCA_002217635.1,37.542,Negative
Ascomycota,GCA_002219185.1,12.729,Negative
Ascomycota,GCA_002219195.1,12.728,Negative
Ascomycota,GCA_002224115.1,34.56,Negative
Ascomycota,GCA_002233775.1,55.18,Negative
Ascomycota,GCA_002233935.2,47.189,Negative
Ascomycota,GCA_002233955.2,50.261,Negative
Ascomycota,GCA_002233985.2,57.853,Negative
Ascomycota,GCA_002233995.2,50.269,Negative
Ascomycota,GCA_002234235.1,54.235,Negative
Ascomycota,GCA_002234255.1,46.518,Negative
Ascomycota,GCA_002234955.1,29.479,Negative
Ascomycota,GCA_002234965.2,32.353,Negative
Ascomycota,GCA_002234975.2,34.076,Negative
Ascomycota,GCA_002234985.1,28.231,Negative
Ascomycota,GCA_002236465.2,30.285,Negative
Ascomycota,GCA_002236475.2,30.2,Negative
Ascomycota,GCA_002236485.2,30.671,Negative
Ascomycota,GCA_002236515.2,30.029,Negative
Ascomycota,GCA_002236545.2,32.031,Negative
Ascomycota,GCA_002236565.2,37.421,Negative
Ascomycota,GCA_002236575.2,30.159,Negative
Ascomycota,GCA_002236585.2,30.885,Negative
Ascomycota,GCA_002236615.2,30.254,Negative
Ascomycota,GCA_002236645.2,31.904,Negative
Ascomycota,GCA_002236655.2,30.223,Negative
Ascomycota,GCA_002236675.2,35.998,Negative
Ascomycota,GCA_002236685.2,29.911,Negative
