Phylum,ACC,Mbp,bp,EVE_Status,EVE_Count
Basidiomycota,GCA_022506025.1,27.576,27576000,Negative,0
Basidiomycota,GCA_022506055.1,27.015,27015000,Negative,0
Basidiomycota,GCA_022506095.1,23.43,23430000,Negative,0
Basidiomycota,GCA_022506105.1,23.382,23382000,Negative,0
Basidiomycota,GCA_022575935.1,55.458,55458000,Negative,0
Basidiomycota,GCA_022592445.1,50.895,50895000,Negative,0
Basidiomycota,GCA_022598595.1,33.266,33266000,Negative,0
Basidiomycota,GCA_022598625.1,33.488,33488000,Negative,0
Basidiomycota,GCA_022598655.1,32.963,32963000,Negative,0
Basidiomycota,GCA_022598685.1,33.687,33687000,Negative,0
Basidiomycota,GCA_022605405.1,51.673,51673000,Negative,0
Basidiomycota,GCA_022606055.1,33.109,33109000,Negative,0
Basidiomycota,GCA_022606095.1,47.743,47743000,Negative,0
Basidiomycota,GCA_022606135.1,40.951,40951000,Negative,0
Basidiomycota,GCA_022606155.1,33.813,33813000,Negative,0
Basidiomycota,GCA_022606195.1,34.431,34431000,Negative,0
Basidiomycota,GCA_022606215.1,36.566,36566000,Negative,0
Basidiomycota,GCA_022606255.1,35.371,35371000,Negative,0
Basidiomycota,GCA_022702565.1,24.145,24145000,Negative,0
Basidiomycota,GCA_022702585.1,24.279,24279000,Negative,0
Basidiomycota,GCA_022702605.1,22.775,22775000,Negative,0
Basidiomycota,GCA_022702625.1,22.707,22707000,Negative,0
Basidiomycota,GCA_022702645.1,23.443,23443000,Negative,0
Basidiomycota,GCA_022749175.1,25.779,25779000,Negative,0
Basidiomycota,GCA_022813035.1,60.34,60340000,Negative,0
Basidiomycota,GCA_022813105.1,20.994,20994000,Negative,0
Basidiomycota,GCA_022813745.1,27.86,27860000,Negative,0
Basidiomycota,GCA_022814645.1,39.54,39540000,Negative,0
Basidiomycota,GCA_022817825.1,21.961,21961000,Negative,0
Basidiomycota,GCA_022817875.1,22.507,22507000,Negative,0
Basidiomycota,GCA_022818035.1,55.733,55733000,Negative,0
Basidiomycota,GCA_022818075.1,73.729,73729000,Negative,0
Basidiomycota,GCA_022832995.1,18.957,18957000,Negative,0
Basidiomycota,GCA_022835575.1,19.896,19896000,Negative,0
Basidiomycota,GCA_022835595.1,19.895,19895000,Negative,0
Basidiomycota,GCA_022835615.1,20.05,20050000,Negative,0
Basidiomycota,GCA_022835635.1,20.024,20024000,Negative,0
Basidiomycota,GCA_022835655.1,20.018,20018000,Negative,0
Basidiomycota,GCA_022836635.1,69.36,69360000,Negative,0
Basidiomycota,GCA_022884055.1,50.438,50438000,Negative,0
Basidiomycota,GCA_022963115.1,20.445,20445000,Negative,0
Basidiomycota,GCA_022963125.1,21.385,21385000,Negative,0
Basidiomycota,GCA_022963135.1,20.767,20767000,Negative,0
Basidiomycota,GCA_023014335.1,69.37,69370000,Negative,0
Basidiomycota,GCA_023014345.1,101.886,101886000,Negative,0
Basidiomycota,GCA_023014395.1,45.347,45347000,Negative,0
Basidiomycota,GCA_023014435.1,58.455,58455000,Negative,0
Basidiomycota,GCA_023014455.1,49.11,49110000,Negative,0
Basidiomycota,GCA_023014475.1,57.563,57563000,Negative,0
Basidiomycota,GCA_023078535.2,22.544,22544000,Negative,0
Basidiomycota,GCA_023079105.1,8.348,8348000,Negative,0
Basidiomycota,GCA_023079125.1,16.693,16693000,Negative,0
Basidiomycota,GCA_023079135.1,8.354,8354000,Negative,0
Basidiomycota,GCA_023079145.1,8.475,8475000,Negative,0
Basidiomycota,GCA_023079155.1,9.255,9255000,Negative,0
Basidiomycota,GCA_023079165.1,15.598,15598000,Negative,0
Basidiomycota,GCA_023212605.1,18.216,18216000,Negative,0
Basidiomycota,GCA_023212615.1,19.564,19564000,Negative,0
Basidiomycota,GCA_023212635.2,18.678,18678000,Negative,0
Basidiomycota,GCA_023212685.1,17.871,17871000,Negative,0
Basidiomycota,GCA_023212695.1,24.822,24822000,Negative,0
Basidiomycota,GCA_023212755.1,21.278,21278000,Negative,0
Basidiomycota,GCA_023212765.1,19.487,19487000,Negative,0
Basidiomycota,GCA_023212835.1,19.685,19685000,Negative,0
Basidiomycota,GCA_023213265.1,22.009,22009000,Negative,0
Basidiomycota,GCA_023273805.1,17.796,17796000,Negative,0
Basidiomycota,GCA_023373805.1,8.111,8111000,Negative,0
Basidiomycota,GCA_023508725.1,35.858,35858000,Negative,0
Basidiomycota,GCA_023508785.1,36.424,36424000,Negative,0
Basidiomycota,GCA_023510035.1,8.242,8242000,Negative,0
Basidiomycota,GCA_023510055.1,8.108,8108000,Negative,0
Basidiomycota,GCA_023547045.1,135.671,135671000,Negative,0
Basidiomycota,GCA_023627855.1,40.082,40082000,Negative,0
Basidiomycota,GCA_023627895.1,41.541,41541000,Negative,0
Basidiomycota,GCA_023628155.1,20.66,20660000,Negative,0
Basidiomycota,GCA_023628175.1,20.843,20843000,Negative,0
Basidiomycota,GCA_023628195.1,19.513,19513000,Negative,0
Basidiomycota,GCA_023628235.1,18.52,18520000,Negative,0
Basidiomycota,GCA_023628275.1,20.224,20224000,Negative,0
Basidiomycota,GCA_023629955.1,19.23,19230000,Negative,0
Basidiomycota,GCA_023630015.1,24.668,24668000,Negative,0
Basidiomycota,GCA_023630035.1,24.671,24671000,Negative,0
Basidiomycota,GCA_023630055.1,23.565,23565000,Negative,0
Basidiomycota,GCA_023630075.1,24.684,24684000,Negative,0
Basidiomycota,GCA_023630135.1,24.592,24592000,Negative,0
Basidiomycota,GCA_023650535.1,19.741,19741000,Negative,0
Basidiomycota,GCA_023650555.1,19.744,19744000,Negative,0
Basidiomycota,GCA_023650575.1,19.045,19045000,Negative,0
Basidiomycota,GCA_023650595.1,19.09,19090000,Negative,0
Basidiomycota,GCA_023748715.1,26.575,26575000,Negative,0
Basidiomycota,GCA_023748725.1,26.215,26215000,Negative,0
Basidiomycota,GCA_023748735.1,27.249,27249000,Negative,0
Basidiomycota,GCA_023748765.1,26.24,26240000,Negative,0
Basidiomycota,GCA_023748825.1,26.999,26999000,Negative,0
Basidiomycota,GCA_023853785.1,71.45,71450000,Negative,0
Basidiomycota,GCA_023853805.1,65.236,65236000,Negative,0
Basidiomycota,GCA_023968905.1,21.137,21137000,Negative,0
Basidiomycota,GCA_024115145.1,21.645,21645000,Negative,0
Basidiomycota,GCA_024184655.1,20,20000000,Negative,0
Basidiomycota,GCA_024195665.1,79.673,79673000,Negative,0
Basidiomycota,GCA_024271845.1,18.881,18881000,Negative,0
Basidiomycota,GCA_024271935.1,18.82,18820000,Negative,0
Basidiomycota,GCA_024305745.1,43.262,43262000,Negative,0
Basidiomycota,GCA_024321985.1,48.324,48324000,Negative,0
Basidiomycota,GCA_024322255.1,20.666,20666000,Negative,0
Basidiomycota,GCA_024343385.1,20.989,20989000,Negative,0
Basidiomycota,GCA_024343405.1,22.426,22426000,Negative,0
Basidiomycota,GCA_024345305.1,34.889,34889000,Negative,0
Basidiomycota,GCA_024345325.1,21.539,21539000,Negative,0
Basidiomycota,GCA_024373065.1,40.792,40792000,Negative,0
Basidiomycota,GCA_024498975.1,8.278,8278000,Negative,0
Basidiomycota,GCA_024500305.1,23.636,23636000,Negative,0
Basidiomycota,GCA_024509395.1,56.123,56123000,Negative,0
Basidiomycota,GCA_024613145.1,122.385,122385000,Negative,0
Basidiomycota,GCA_024613165.1,87.749,87749000,Negative,0
Basidiomycota,GCA_024613185.1,77.251,77251000,Negative,0
Basidiomycota,GCA_024663415.1,76.507,76507000,Negative,0
Basidiomycota,GCA_024663435.1,64.705,64705000,Negative,0
Basidiomycota,GCA_024663475.1,81.921,81921000,Negative,0
Basidiomycota,GCA_024663515.1,80.714,80714000,Negative,0
Basidiomycota,GCA_024713535.1,18.031,18031000,Negative,0
Basidiomycota,GCA_024721195.1,84.558,84558000,Negative,0
Basidiomycota,GCA_024734325.1,76.712,76712000,Negative,0
Basidiomycota,GCA_024734855.1,22.544,22544000,Negative,0
Basidiomycota,GCA_024748845.1,20.358,20358000,Negative,0
Basidiomycota,GCA_025169535.1,82.57,82570000,Negative,0
Basidiomycota,GCA_025169555.1,83.843,83843000,Negative,0
Basidiomycota,GCA_025174535.1,40.154,40154000,Negative,0
Basidiomycota,GCA_025200755.1,87.829,87829000,Negative,0
Basidiomycota,GCA_025201825.1,1057.427,1057427000,Negative,0
Basidiomycota,GCA_025201895.1,35.531,35531000,Negative,0
Basidiomycota,GCA_025371055.2,43.585,43585000,Negative,0
Basidiomycota,GCA_025502605.1,41.077,41077000,Negative,0
Basidiomycota,GCA_025502615.1,42.298,42298000,Negative,0
Basidiomycota,GCA_025502725.1,19.982,19982000,Negative,0
Basidiomycota,GCA_025502745.1,19.844,19844000,Negative,0
Basidiomycota,GCA_025502755.1,20.092,20092000,Negative,0
Basidiomycota,GCA_025502865.1,19.979,19979000,Negative,0
Basidiomycota,GCA_025502885.1,20.027,20027000,Negative,0
Basidiomycota,GCA_025502915.1,19.986,19986000,Negative,0
Basidiomycota,GCA_025502925.1,20.232,20232000,Negative,0
Basidiomycota,GCA_025502945.1,19.969,19969000,Negative,0
Basidiomycota,GCA_025528855.1,30.262,30262000,Negative,0
Basidiomycota,GCA_025529315.1,23.518,23518000,Negative,0
Basidiomycota,GCA_025529325.1,23.599,23599000,Negative,0
Basidiomycota,GCA_025529565.1,23.526,23526000,Negative,0
Basidiomycota,GCA_025529955.1,24.589,24589000,Negative,0
Basidiomycota,GCA_025531435.1,28.03,28030000,Negative,0
Basidiomycota,GCA_025531515.1,28.042,28042000,Negative,0
Basidiomycota,GCA_025617555.3,1710.999,1710999000,Negative,0
Basidiomycota,GCA_025738555.1,107.511,107511000,Negative,0
Basidiomycota,GCA_025758675.1,21.212,21212000,Negative,0
Basidiomycota,GCA_025769895.1,69.824,69824000,Negative,0
Basidiomycota,GCA_025782845.1,54.94,54940000,Negative,0
Basidiomycota,GCA_025815895.1,44.109,44109000,Negative,0
Basidiomycota,GCA_025854295.1,47.719,47719000,Negative,0
Basidiomycota,GCA_025869475.1,66.033,66033000,Negative,0
Basidiomycota,GCA_025869495.1,85.546,85546000,Negative,0
Basidiomycota,GCA_025882075.1,20.984,20984000,Negative,0
Basidiomycota,GCA_026008595.1,31.835,31835000,Negative,0
Basidiomycota,GCA_026119225.1,21.903,21903000,Negative,0
Basidiomycota,GCA_026210745.1,17.647,17647000,Negative,0
Basidiomycota,GCA_026212265.1,79.238,79238000,Negative,0
Basidiomycota,GCA_026258425.1,42.976,42976000,Negative,0
Basidiomycota,GCA_026283605.1,49.152,49152000,Negative,0
Basidiomycota,GCA_026538315.1,19.673,19673000,Negative,0
Basidiomycota,GCA_026538325.1,17.194,17194000,Negative,0
Basidiomycota,GCA_026538335.1,19.669,19669000,Negative,0
Basidiomycota,GCA_026538345.1,14.3,14300000,Negative,0
Basidiomycota,GCA_026538355.1,20.532,20532000,Negative,0
Basidiomycota,GCA_026538395.1,19.881,19881000,Negative,0
Basidiomycota,GCA_026538405.1,17.327,17327000,Negative,0
Basidiomycota,GCA_026538415.1,16.876,16876000,Negative,0
Basidiomycota,GCA_026743855.1,46.88,46880000,Negative,0
Basidiomycota,GCA_026914185.1,122.824,122824000,Negative,0
Basidiomycota,GCA_026914245.1,121.114,121114000,Negative,0
Basidiomycota,GCA_027604765.1,49.376,49376000,Negative,0
Basidiomycota,GCA_027604795.1,49.591,49591000,Negative,0
Basidiomycota,GCA_027604815.1,49.246,49246000,Negative,0
Basidiomycota,GCA_027604835.1,49.714,49714000,Negative,0
Basidiomycota,GCA_027604855.1,49.326,49326000,Negative,0
Basidiomycota,GCA_027604875.1,49.804,49804000,Negative,0
Basidiomycota,GCA_027627235.1,40.312,40312000,Negative,0
Basidiomycota,GCA_027627275.1,57.872,57872000,Negative,0
Basidiomycota,GCA_027627325.1,28.646,28646000,Negative,0
Basidiomycota,GCA_027886305.1,39.928,39928000,Negative,0
Basidiomycota,GCA_027886315.1,33.315,33315000,Negative,0
Basidiomycota,GCA_027886325.1,33.344,33344000,Negative,0
Basidiomycota,GCA_027886345.1,39.703,39703000,Negative,0
Basidiomycota,GCA_027886465.1,33.637,33637000,Negative,0
Basidiomycota,GCA_027886495.1,39.873,39873000,Negative,0
Basidiomycota,GCA_027886635.1,32.412,32412000,Negative,0
Basidiomycota,GCA_027886695.1,38.418,38418000,Negative,0
Basidiomycota,GCA_027886735.1,38.448,38448000,Negative,0
Basidiomycota,GCA_027886755.1,37.705,37705000,Negative,0
Basidiomycota,GCA_027887095.1,37.808,37808000,Negative,0
Basidiomycota,GCA_027917355.1,38.348,38348000,Negative,0
Basidiomycota,GCA_027917365.1,38.767,38767000,Negative,0
Basidiomycota,GCA_027917475.1,37.465,37465000,Negative,0
Basidiomycota,GCA_027917485.1,37.481,37481000,Negative,0
Basidiomycota,GCA_027917575.1,39.466,39466000,Negative,0
Basidiomycota,GCA_027919835.1,49.067,49067000,Negative,0
Basidiomycota,GCA_027919855.1,41.454,41454000,Negative,0
Basidiomycota,GCA_027921405.1,40.334,40334000,Negative,0
Basidiomycota,GCA_027921425.1,35.351,35351000,Negative,0
Basidiomycota,GCA_027924225.1,39.443,39443000,Negative,0
Basidiomycota,GCA_028011325.1,45.431,45431000,Negative,0
Basidiomycota,GCA_028011355.1,110.953,110953000,Negative,0
Basidiomycota,GCA_028011485.1,44.793,44793000,Negative,0
Basidiomycota,GCA_028551335.1,54.954,54954000,Negative,0
Basidiomycota,GCA_028554645.1,42.513,42513000,Negative,0
Basidiomycota,GCA_028828615.1,20.982,20982000,Negative,0
Basidiomycota,GCA_028828645.1,21.374,21374000,Negative,0
Basidiomycota,GCA_028975465.1,26.306,26306000,Negative,0
Basidiomycota,GCA_028982725.1,19.297,19297000,Negative,0
Basidiomycota,GCA_029203975.1,83.665,83665000,Negative,0
Basidiomycota,GCA_029203985.1,115.409,115409000,Negative,0
Basidiomycota,GCA_029204075.1,119.906,119906000,Negative,0
Basidiomycota,GCA_029204085.1,177.78,177780000,Negative,0
Basidiomycota,GCA_029204335.1,193.677,193677000,Negative,0
Basidiomycota,GCA_029233265.1,132.307,132307000,Negative,0
Basidiomycota,GCA_029281405.1,96.68,96680000,Negative,0
Basidiomycota,GCA_029281435.1,62.806,62806000,Negative,0
Basidiomycota,GCA_029281465.1,118.648,118648000,Negative,0
Basidiomycota,GCA_029281495.1,112.005,112005000,Negative,0
Basidiomycota,GCA_029281795.1,93.99,93990000,Negative,0
Basidiomycota,GCA_029282125.1,81.431,81431000,Negative,0
Basidiomycota,GCA_029282135.1,56.445,56445000,Negative,0
Basidiomycota,GCA_029282285.1,218.591,218591000,Negative,0
Basidiomycota,GCA_029282495.1,126.717,126717000,Negative,0
Basidiomycota,GCA_029289555.1,148.767,148767000,Negative,0
Basidiomycota,GCA_029289565.1,197.139,197139000,Negative,0
Basidiomycota,GCA_029320655.1,118.534,118534000,Negative,0
Basidiomycota,GCA_029372045.1,40.427,40427000,Negative,0
Basidiomycota,GCA_029378245.1,91.123,91123000,Negative,0
Basidiomycota,GCA_029378255.1,129.492,129492000,Negative,0
Basidiomycota,GCA_029378375.1,501.225,501225000,Negative,0
Basidiomycota,GCA_029378385.1,164.114,164114000,Negative,0
Basidiomycota,GCA_029378395.1,377.319,377319000,Negative,0
Basidiomycota,GCA_029448575.1,104.057,104057000,Negative,0
Basidiomycota,GCA_029448655.1,64.436,64436000,Negative,0
Basidiomycota,GCA_029449215.1,39.296,39296000,Negative,0
Basidiomycota,GCA_029449255.1,132.254,132254000,Negative,0
Basidiomycota,GCA_029449265.1,39.358,39358000,Negative,0
Basidiomycota,GCA_029467795.1,47.996,47996000,Negative,0
Basidiomycota,GCA_029467805.1,53.46,53460000,Negative,0
Basidiomycota,GCA_029532415.1,71.059,71059000,Negative,0
Basidiomycota,GCA_029542765.1,8.186,8186000,Negative,0
Basidiomycota,GCA_029542785.1,8.434,8434000,Negative,0
Basidiomycota,GCA_029542805.1,7.453,7453000,Negative,0
Basidiomycota,GCA_029542825.1,9.312,9312000,Negative,0
Basidiomycota,GCA_029542845.1,7.702,7702000,Negative,0
Basidiomycota,GCA_029542865.1,7.775,7775000,Negative,0
Basidiomycota,GCA_029542885.1,7.729,7729000,Negative,0
Basidiomycota,GCA_029542905.1,7.331,7331000,Negative,0
Basidiomycota,GCA_029542925.1,7.595,7595000,Negative,0
Basidiomycota,GCA_029542945.1,8.169,8169000,Negative,0
Basidiomycota,GCA_029542965.1,8.264,8264000,Negative,0
Basidiomycota,GCA_029542985.1,8,8000000,Negative,0
Basidiomycota,GCA_029603245.1,42.806,42806000,Negative,0
Basidiomycota,GCA_029618625.1,147.096,147096000,Negative,0
Basidiomycota,GCA_029618635.1,148.158,148158000,Negative,0
Basidiomycota,GCA_029633885.1,252.991,252991000,Negative,0
Basidiomycota,GCA_029634005.1,248.094,248094000,Negative,0
Basidiomycota,GCA_029694785.1,20.784,20784000,Negative,0
Basidiomycota,GCA_029747585.1,62.521,62521000,Negative,0
Basidiomycota,GCA_029747595.1,41.978,41978000,Negative,0
Basidiomycota,GCA_029783445.1,35.25,35250000,Negative,0
Basidiomycota,GCA_029852705.2,35.378,35378000,Negative,0
Basidiomycota,GCA_029873615.1,20.919,20919000,Negative,0
Basidiomycota,GCA_029874165.1,43.331,43331000,Negative,0
Basidiomycota,GCA_029874175.1,51.139,51139000,Negative,0
Basidiomycota,GCA_029945375.1,44.489,44489000,Negative,0
Basidiomycota,GCA_029959215.1,142.191,142191000,Negative,0
Basidiomycota,GCA_030039215.1,23.785,23785000,Negative,0
Basidiomycota,GCA_030039245.1,23.004,23004000,Negative,0
Basidiomycota,GCA_030039255.1,23.839,23839000,Negative,0
Basidiomycota,GCA_030039265.1,24.977,24977000,Negative,0
Basidiomycota,GCA_030039275.1,23.268,23268000,Negative,0
Basidiomycota,GCA_030142165.1,18.953,18953000,Negative,0
Basidiomycota,GCA_030246695.1,48.612,48612000,Negative,0
Basidiomycota,GCA_030246715.1,50.337,50337000,Negative,0
Basidiomycota,GCA_030347605.1,24.955,24955000,Negative,0
Basidiomycota,GCA_030407015.1,55.825,55825000,Negative,0
Basidiomycota,GCA_030407055.1,70.853,70853000,Negative,0
Basidiomycota,GCA_030407065.1,62.719,62719000,Negative,0
Basidiomycota,GCA_030411785.1,41.08,41080000,Negative,0
Basidiomycota,GCA_030435615.1,97.106,97106000,Negative,0
Basidiomycota,GCA_030435635.1,71.69,71690000,Negative,0
Basidiomycota,GCA_030435655.1,79.335,79335000,Negative,0
Basidiomycota,GCA_030578095.1,78.715,78715000,Negative,0
Basidiomycota,GCA_030708415.1,28.396,28396000,Negative,0
Basidiomycota,GCA_030770075.1,47.118,47118000,Negative,0
Basidiomycota,GCA_030770125.1,46.496,46496000,Negative,0
Basidiomycota,GCA_030826665.1,8.765,8765000,Negative,0
Basidiomycota,GCA_030826685.1,7.922,7922000,Negative,0
Basidiomycota,GCA_030849465.1,18.585,18585000,Negative,0
Basidiomycota,GCA_030867695.1,21.359,21359000,Negative,0
Basidiomycota,GCA_030913545.1,38.838,38838000,Negative,0
Basidiomycota,GCA_030983975.1,17.713,17713000,Negative,0
Basidiomycota,GCA_031213555.1,18.287,18287000,Negative,0
Basidiomycota,GCA_031214725.1,18.697,18697000,Negative,0
Basidiomycota,GCA_031326905.1,19.511,19511000,Negative,0
Basidiomycota,GCA_031840755.1,18.575,18575000,Negative,0
Basidiomycota,GCA_031840765.1,18.556,18556000,Negative,0
Basidiomycota,GCA_031840775.1,18.556,18556000,Negative,0
Basidiomycota,GCA_031840785.1,18.57,18570000,Negative,0
Basidiomycota,GCA_031840795.1,18.576,18576000,Negative,0
Basidiomycota,GCA_031840855.1,18.566,18566000,Negative,0
Basidiomycota,GCA_031840865.1,18.565,18565000,Negative,0
Basidiomycota,GCA_031840875.1,18.57,18570000,Negative,0
Basidiomycota,GCA_031840885.1,18.571,18571000,Negative,0
Basidiomycota,GCA_031840895.1,18.546,18546000,Negative,0
Basidiomycota,GCA_031840955.1,18.576,18576000,Negative,0
Basidiomycota,GCA_031840965.1,18.572,18572000,Negative,0
Basidiomycota,GCA_031840975.1,18.565,18565000,Negative,0
Basidiomycota,GCA_031840985.1,18.629,18629000,Negative,0
Basidiomycota,GCA_031840995.1,18.493,18493000,Negative,0
Basidiomycota,GCA_031841035.1,18.581,18581000,Negative,0
Basidiomycota,GCA_031841055.1,18.574,18574000,Negative,0
Basidiomycota,GCA_031841085.1,18.573,18573000,Negative,0
Basidiomycota,GCA_031841105.1,18.549,18549000,Negative,0
Basidiomycota,GCA_031841185.1,18.58,18580000,Negative,0
Basidiomycota,GCA_031841195.1,18.579,18579000,Negative,0
Basidiomycota,GCA_031841215.1,18.554,18554000,Negative,0
Basidiomycota,GCA_031841235.1,18.585,18585000,Negative,0
Basidiomycota,GCA_031841255.1,18.632,18632000,Negative,0
Basidiomycota,GCA_031841275.1,18.624,18624000,Negative,0
Basidiomycota,GCA_031841295.1,18.566,18566000,Negative,0
Basidiomycota,GCA_031841315.1,18.572,18572000,Negative,0
Basidiomycota,GCA_031841325.1,18.567,18567000,Negative,0
Basidiomycota,GCA_031841345.1,18.564,18564000,Negative,0
Basidiomycota,GCA_031841365.1,18.55,18550000,Negative,0
Basidiomycota,GCA_031841405.1,18.577,18577000,Negative,0
Basidiomycota,GCA_031841415.1,18.577,18577000,Negative,0
Basidiomycota,GCA_031841435.1,18.569,18569000,Negative,0
Basidiomycota,GCA_031841465.1,18.566,18566000,Negative,0
Basidiomycota,GCA_031841475.1,18.575,18575000,Negative,0
Basidiomycota,GCA_031841495.1,18.573,18573000,Negative,0
Basidiomycota,GCA_031841525.1,18.576,18576000,Negative,0
Basidiomycota,GCA_031841545.1,18.565,18565000,Negative,0
Basidiomycota,GCA_031841575.1,18.57,18570000,Negative,0
Basidiomycota,GCA_031841585.1,18.572,18572000,Negative,0
Basidiomycota,GCA_031841605.1,18.579,18579000,Negative,0
Basidiomycota,GCA_031841635.1,18.548,18548000,Negative,0
Basidiomycota,GCA_031841655.1,18.568,18568000,Negative,0
Basidiomycota,GCA_031841665.1,18.573,18573000,Negative,0
Basidiomycota,GCA_031841685.1,18.576,18576000,Negative,0
Basidiomycota,GCA_031841695.1,18.571,18571000,Negative,0
Basidiomycota,GCA_031841715.1,18.579,18579000,Negative,0
Basidiomycota,GCA_031841745.1,18.569,18569000,Negative,0
Basidiomycota,GCA_031841765.1,18.569,18569000,Negative,0
Basidiomycota,GCA_031841795.1,18.57,18570000,Negative,0
Basidiomycota,GCA_031841805.1,18.577,18577000,Negative,0
Basidiomycota,GCA_031841825.1,18.573,18573000,Negative,0
Basidiomycota,GCA_031841845.1,18.586,18586000,Negative,0
Basidiomycota,GCA_031841865.1,18.569,18569000,Negative,0
Basidiomycota,GCA_031841885.1,18.564,18564000,Negative,0
Basidiomycota,GCA_031841915.1,18.571,18571000,Negative,0
Basidiomycota,GCA_031841935.1,18.562,18562000,Negative,0
Basidiomycota,GCA_031841945.1,18.574,18574000,Negative,0
Basidiomycota,GCA_031841975.1,17.462,17462000,Negative,0
Basidiomycota,GCA_031841985.1,18.577,18577000,Negative,0
Basidiomycota,GCA_031842005.1,18.562,18562000,Negative,0
Basidiomycota,GCA_032158125.1,19.248,19248000,Negative,0
Basidiomycota,GCA_032158425.1,40.07,40070000,Negative,0
Basidiomycota,GCA_032158505.1,42.323,42323000,Negative,0
Basidiomycota,GCA_032464415.1,27.945,27945000,Negative,0
Basidiomycota,GCA_032719295.1,19.993,19993000,Negative,0
Basidiomycota,GCA_032767855.1,28.344,28344000,Negative,0
Basidiomycota,GCA_032768795.1,28.148,28148000,Negative,0
Basidiomycota,GCA_033032035.1,20.253,20253000,Negative,0
Basidiomycota,GCA_033032055.1,20.273,20273000,Negative,0
Basidiomycota,GCA_033032075.1,20.34,20340000,Negative,0
Basidiomycota,GCA_033032605.1,20.178,20178000,Negative,0
Basidiomycota,GCA_033032785.1,51.501,51501000,Negative,0
Basidiomycota,GCA_033439235.1,44.775,44775000,Negative,0
Basidiomycota,GCA_033439255.1,46.768,46768000,Negative,0
Basidiomycota,GCA_033458335.1,20.987,20987000,Negative,0
Basidiomycota,GCA_033734175.1,39.409,39409000,Negative,0
Basidiomycota,GCA_033734185.1,39.005,39005000,Negative,0
Basidiomycota,GCA_033734195.1,39.926,39926000,Negative,0
Basidiomycota,GCA_033734205.1,39.785,39785000,Negative,0
Basidiomycota,GCA_033734215.1,38.808,38808000,Negative,0
Basidiomycota,GCA_033734935.1,39.156,39156000,Negative,0
Basidiomycota,GCA_033734955.1,39.192,39192000,Negative,0
Basidiomycota,GCA_033734975.1,39.078,39078000,Negative,0
Basidiomycota,GCA_033734995.1,39.267,39267000,Negative,0
Basidiomycota,GCA_033735015.1,39.737,39737000,Negative,0
Basidiomycota,GCA_033735035.1,39.11,39110000,Negative,0
Basidiomycota,GCA_033735055.1,39.092,39092000,Negative,0
Basidiomycota,GCA_033735075.1,39.815,39815000,Negative,0
Basidiomycota,GCA_033735095.1,39.619,39619000,Negative,0
Basidiomycota,GCA_033735115.1,39.497,39497000,Negative,0
Basidiomycota,GCA_033735135.1,39.476,39476000,Negative,0
Basidiomycota,GCA_033735155.1,39.111,39111000,Negative,0
Basidiomycota,GCA_033735175.1,39.173,39173000,Negative,0
Basidiomycota,GCA_033735195.1,39.191,39191000,Negative,0
Basidiomycota,GCA_033735215.1,39.454,39454000,Negative,0
Basidiomycota,GCA_033735235.1,38.956,38956000,Negative,0
Basidiomycota,GCA_033735255.1,39.124,39124000,Negative,0
Basidiomycota,GCA_033735275.1,39.207,39207000,Negative,0
Basidiomycota,GCA_033735295.1,39.219,39219000,Negative,0
Basidiomycota,GCA_033735315.1,38.944,38944000,Negative,0
Basidiomycota,GCA_033735335.1,39.067,39067000,Negative,0
Basidiomycota,GCA_033735355.1,38.954,38954000,Negative,0
Basidiomycota,GCA_033735375.1,38.845,38845000,Negative,0
Basidiomycota,GCA_033735395.1,38.859,38859000,Negative,0
Basidiomycota,GCA_033735415.1,38.868,38868000,Negative,0
Basidiomycota,GCA_033735435.1,39.037,39037000,Negative,0
Basidiomycota,GCA_033735455.1,39.018,39018000,Negative,0
Basidiomycota,GCA_033735475.1,38.912,38912000,Negative,0
Basidiomycota,GCA_033735485.1,39.239,39239000,Negative,0
Basidiomycota,GCA_033735545.1,38.863,38863000,Negative,0
Basidiomycota,GCA_033846815.1,19.559,19559000,Negative,0
Basidiomycota,GCA_034406715.1,20.355,20355000,Negative,0
Basidiomycota,GCA_034509285.1,20.535,20535000,Negative,0
Basidiomycota,GCA_034638255.1,35.691,35691000,Negative,0
Basidiomycota,GCA_034769205.1,60.173,60173000,Negative,0
Basidiomycota,GCA_034770255.1,39.267,39267000,Negative,0
Basidiomycota,GCA_035220585.1,20.646,20646000,Negative,0
Basidiomycota,GCA_035658335.1,19.212,19212000,Negative,0
Basidiomycota,GCA_035772785.1,36.594,36594000,Negative,0
Basidiomycota,GCA_035773095.1,17.796,17796000,Negative,0
Basidiomycota,GCA_036244875.1,22.5,22500000,Negative,0
Basidiomycota,GCA_036245725.1,23.976,23976000,Negative,0
Basidiomycota,GCA_036320835.1,18.775,18775000,Negative,0
Basidiomycota,GCA_036417295.1,17.769,17769000,Negative,0
Basidiomycota,GCA_036418075.1,39.863,39863000,Negative,0
Basidiomycota,GCA_036426225.1,19.154,19154000,Negative,0
Basidiomycota,GCA_036427605.1,24.521,24521000,Negative,0
Basidiomycota,GCA_036428525.1,18.045,18045000,Negative,0
Basidiomycota,GCA_036584355.1,8.938,8938000,Negative,0
Basidiomycota,GCA_036584375.1,8.917,8917000,Negative,0
Basidiomycota,GCA_036584385.1,8.916,8916000,Negative,0
Basidiomycota,GCA_036584425.1,8.921,8921000,Negative,0
