ACC,EVE_Count
GCA_000346795.1,0
GCA_000347475.1,0
GCA_000349005.2,0
GCA_000349385.1,0
GCA_000350065.2,0
GCA_000350345.1,0
GCA_000359685.2,0
GCA_000365145.2,0
GCA_000382785.1,0
GCA_000383025.1,0
GCA_000385595.1,0
GCA_000392275.1,0
GCA_000400815.2,0
GCA_000410735.1,0
GCA_000411695.4,0
GCA_000421905.1,0
GCA_000426965.1,0
GCA_000426985.1,0
GCA_000442885.1,0
GCA_000446055.1,0
GCA_000447455.1,0
GCA_000447475.1,0
GCA_000447495.1,0
GCA_000447515.1,0
GCA_000447535.1,0
GCA_000447555.1,0
GCA_000447575.1,0
GCA_000447595.1,0
GCA_000447615.1,0
GCA_000447635.1,0
GCA_000467735.1,0
GCA_000485865.1,0
GCA_000496955.1,0
GCA_000497105.2,0
GCA_000497305.1,0
GCA_000497325.4,0
GCA_000497715.1,0
GCA_000498855.2,0
GCA_000503235.1,0
GCA_000504365.2,0
GCA_000504405.2,0
GCA_000504465.1,0
GCA_000513255.1,0
GCA_000513335.1,0
GCA_000513815.1,0
GCA_000516985.1,0
GCA_000523475.1,0
GCA_000530345.1,0
GCA_000530735.1,0
GCA_000531055.1,0
GCA_000568005.1,0
GCA_000568055.1,0
GCA_000568295.1,0
GCA_000568365.1,0
GCA_000576735.1,0
GCA_000577395.2,0
GCA_000577495.1,0
GCA_000577715.1,0
GCA_000577785.1,0
GCA_000582985.1,0
GCA_000584915.1,0
GCA_000586595.1,0
GCA_000590845.2,0
GCA_000590965.1,0
GCA_000591435.1,0
GCA_000599445.1,0
GCA_000600275.1,0
GCA_000603925.1,0
GCA_000604185.2,0
GCA_000604205.2,0
GCA_000604225.2,0
GCA_000604245.2,0
GCA_000613145.2,0
GCA_000616765.1,0
GCA_000616785.1,0
GCA_000616805.1,0
GCA_000616825.1,0
GCA_000616845.1,0
GCA_000616865.1,0
GCA_000616905.1,0
GCA_000616945.1,0
GCA_000616965.1,0
GCA_000616985.1,0
GCA_000622975.1,0
GCA_000622995.1,0
GCA_000633045.1,0
GCA_000633855.1,0
GCA_000647555.1,0
GCA_000647575.1,0
GCA_000662435.2,0
GCA_000671355.1,0
GCA_000688875.1,0
GCA_000691765.2,0
GCA_000691885.1,0
GCA_000696135.1,0
GCA_000709125.1,0
GCA_000710275.1,0
GCA_000710315.1,0
GCA_000721755.1,0
GCA_000721765.1,0
GCA_000721775.1,0
GCA_000721785.1,0
GCA_000729945.1,0
GCA_000730325.1,0
GCA_000731615.1,0
GCA_000731695.1,0
GCA_000732205.1,0
GCA_000732565.1,0
GCA_000732765.1,0
GCA_000732775.1,0
GCA_000733025.2,0
GCA_000733055.2,0
GCA_000733085.2,0
GCA_000733235.3,0
GCA_000733625.1,0
GCA_000733645.1,0
GCA_000734875.3,0
GCA_000737485.2,0
GCA_000738655.1,0
GCA_000739145.1,0
GCA_000750105.3,0
GCA_000750115.2,0
GCA_000750145.2,0
GCA_000750665.1,0
GCA_000750675.1,0
GCA_000750715.1,0
GCA_000750735.1,0
GCA_000750745.1,0
GCA_000750755.1,0
GCA_000750795.1,0
GCA_000750805.1,0
GCA_000750815.1,0
GCA_000750875.1,0
GCA_000750895.1,0
GCA_000750925.1,0
GCA_000750935.1,0
GCA_000750995.1,0
GCA_000751375.2,0
GCA_000755205.1,0
GCA_000764455.1,0
GCA_000769245.1,0
GCA_000769735.1,0
GCA_000769745.1,0
GCA_000769755.1,0
GCA_000769765.1,0
GCA_000770705.1,0
GCA_000773725.1,0
GCA_000773735.1,0
GCA_000773745.1,0
GCA_000773755.1,0
GCA_000773805.1,0
GCA_000773825.1,0
GCA_000773845.1,0
GCA_000773925.1,0
GCA_000774085.1,0
GCA_000775445.1,0
GCA_000775455.1,0
GCA_000775465.1,0
GCA_000775505.1,0
GCA_000775525.1,0
GCA_000775555.1,0
GCA_000784495.1,0
GCA_000784505.1,0
GCA_000784515.1,0
GCA_000784525.1,0
GCA_000784575.1,0
GCA_000784595.1,0
GCA_000784615.1,0
GCA_000784635.1,0
GCA_000784655.1,0
GCA_000784695.1,0
GCA_000785215.1,0
GCA_000786625.1,0
GCA_000787595.2,0
GCA_000787615.1,0
GCA_000798695.1,0
GCA_000798715.1,0
GCA_000798735.1,0
GCA_000798755.1,0
GCA_000798775.1,0
GCA_000798795.1,0
GCA_000800515.1,0
GCA_000801355.1,0
GCA_000804445.1,0
GCA_000812105.1,0
GCA_000812125.1,0
GCA_000812895.1,0
GCA_000814945.1,0
GCA_000814955.1,0
GCA_000814965.1,0
GCA_000814975.1,0
GCA_000816005.1,0
GCA_000827325.1,0
GCA_000829775.1,0
GCA_000835395.1,0
GCA_000835435.1,0
GCA_000835455.1,0
GCA_000835505.1,0
GCA_000835515.1,0
GCA_000836135.1,0
GCA_000836155.1,0
GCA_000836175.1,0
GCA_000836195.1,0
GCA_000836275.1,0
GCA_000836295.1,0
GCA_000836435.1,0
GCA_000935225.1,0
GCA_000943765.1,0
GCA_000943775.1,0
GCA_000952015.1,0
GCA_000952775.2,0
GCA_000952835.1,0
GCA_000956085.1,0
GCA_000963775.2,0
GCA_000963795.1,0
GCA_000965245.1,0
GCA_000966595.1,0
GCA_000966645.2,0
GCA_000966855.1,0
GCA_000966865.1,0
GCA_000966885.1,0
GCA_000968835.1,0
GCA_000970515.2,0
GCA_000974265.2,0
GCA_000975585.2,0
GCA_000975615.2,0
GCA_000975645.3,0
GCA_000975675.2,0
GCA_000975705.2,0
GCA_000975735.4,0
GCA_000975765.2,0
GCA_000975795.2,0
GCA_000975825.2,0
GCA_000975915.3,0
GCA_000975945.2,0
GCA_000975975.3,0
GCA_000976005.2,0
GCA_000976035.2,0
GCA_000976065.2,0
GCA_000976095.2,0
GCA_000976125.2,0
GCA_000976155.4,0
GCA_000976215.2,0
GCA_000976245.2,0
GCA_000976275.4,0
GCA_000976305.2,0
GCA_000976335.2,0
GCA_000976365.2,0
GCA_000976395.2,0
GCA_000976425.2,0
GCA_000976455.3,0
GCA_000976485.2,0
GCA_000976515.2,0
GCA_000976545.2,0
GCA_000976575.4,0
GCA_000976605.3,0
GCA_000976665.2,0
GCA_000976695.3,0
GCA_000976725.3,0
GCA_000976755.2,0
GCA_000976785.2,0
GCA_000976815.3,0
GCA_000976845.3,0
GCA_000976875.3,0
GCA_000976905.2,0
GCA_000976935.2,0
GCA_000976965.3,0
GCA_000976995.2,0
GCA_000977025.2,0
GCA_000977055.4,0
GCA_000977085.2,0
GCA_000977115.3,0
GCA_000977145.2,0
GCA_000977175.3,0
GCA_000977205.2,0
GCA_000977235.2,0
GCA_000977265.3,0
GCA_000977295.3,0
GCA_000977325.2,0
GCA_000977355.3,0
GCA_000977385.2,0
GCA_000977415.2,0
GCA_000977445.2,0
GCA_000977475.3,0
GCA_000977505.2,0
GCA_000977535.2,0
GCA_000977565.2,0
GCA_000977595.3,0
GCA_000977625.3,0
GCA_000977655.2,0
GCA_000977685.2,0
GCA_000977715.4,0
GCA_000977745.2,0
GCA_000977805.2,0
GCA_000977835.2,0
GCA_000977865.2,0
GCA_000977895.3,0
GCA_000977925.3,0
GCA_000977955.2,0
GCA_000977985.2,0
GCA_000978015.2,0
GCA_000978075.3,0
GCA_000978105.2,0
GCA_000978135.2,0
GCA_000978165.2,0
GCA_000978195.3,0
GCA_000978225.2,0
GCA_000978255.2,0
GCA_000978285.2,0
GCA_000978315.2,0
GCA_000978345.2,0
GCA_000981605.1,0
GCA_000982555.2,0
GCA_000982675.1,0
GCA_000983525.1,0
GCA_000983605.1,0
GCA_000983655.1,0
GCA_000985935.1,0
GCA_000986645.1,0
GCA_000986665.1,0
GCA_000988865.1,0
GCA_001005365.1,0
GCA_001006345.1,0
GCA_001006355.1,0
GCA_001006365.1,0
GCA_001008385.1,0
GCA_001008395.1,0
GCA_001021365.1,0
GCA_001029055.1,0
GCA_001029075.1,0
GCA_001029325.1,0
GCA_001039675.1,0
GCA_001044295.1,0
GCA_001046915.1,0
GCA_001046935.1,0
GCA_001046975.1,0
GCA_001048715.1,0
GCA_001049995.1,0
GCA_001050175.1,0
GCA_001051215.1,0
GCA_001069125.1,0
GCA_001077315.1,0
GCA_001078395.2,0
GCA_001189435.1,0
GCA_001189475.1,0
GCA_001191545.1,0
GCA_001204775.2,0
GCA_001245095.1,0
GCA_001262555.1,0
GCA_001268145.1,0
GCA_001268165.1,0
GCA_001270325.1,0
GCA_001270345.1,0
GCA_001278495.1,0
GCA_001278595.1,0
GCA_001282415.1,0
GCA_001297265.1,0
GCA_001298375.2,0
GCA_001298625.1,0
GCA_001299255.1,0
GCA_001305275.1,0
GCA_001305495.1,0
GCA_001305505.1,0
GCA_001306435.1,0
GCA_001307345.1,0
GCA_001307795.1,0
GCA_001307865.1,0
GCA_001399475.1,0
GCA_001413975.1,0
GCA_001442605.1,0
GCA_001442715.1,0
GCA_001443195.1,0
GCA_001445595.3,0
GCA_001445615.2,0
GCA_001447215.1,0
GCA_001447935.2,0
GCA_001455585.1,0
GCA_001466525.1,0
GCA_001466535.1,0
GCA_001466565.1,0
GCA_001466575.1,0
GCA_001466635.1,0
GCA_001466685.1,0
GCA_001468795.1,0
GCA_001477535.1,0
GCA_001477545.1,0
GCA_001484525.1,0
GCA_001511075.1,0
GCA_001513835.1,0
GCA_001513925.1,0
GCA_001515345.1,0
GCA_001515405.2,0
GCA_001515425.2,0
GCA_001515445.2,0
GCA_001515465.2,0
GCA_001519035.1,0
GCA_001548555.1,0
GCA_001561935.1,0
GCA_001563115.1,0
GCA_001563125.1,0
GCA_001563135.1,0
GCA_001566295.1,0
GCA_001567575.1,0
GCA_001571465.2,0
GCA_001572055.1,0
GCA_001572075.1,0
GCA_001576635.1,0
GCA_001576645.1,0
GCA_001576655.1,0
GCA_001576715.1,0
GCA_001576725.1,0
GCA_001576735.1,0
GCA_001576745.1,0
GCA_001576795.1,0
GCA_001576805.1,0
GCA_001578225.1,0
GCA_001578235.1,0
GCA_001584535.1,0
GCA_001592465.1,0
GCA_001592655.1,0
GCA_001593745.1,0
GCA_001599035.1,0
GCA_001599075.1,0
GCA_001599115.1,0
GCA_001599135.1,0
GCA_001599175.1,0
GCA_001599195.1,0
GCA_001599235.1,0
GCA_001599255.1,0
GCA_001599275.1,0
GCA_001599295.1,0
GCA_001599335.1,0
GCA_001599355.1,0
GCA_001599375.1,0
GCA_001599395.1,0
GCA_001599415.1,0
GCA_001599455.1,0
GCA_001599535.1,0
GCA_001599555.1,0
GCA_001599775.1,0
GCA_001599795.1,0
GCA_001599835.1,0
GCA_001599855.1,0
GCA_001599875.1,0
GCA_001599915.1,0
GCA_001599995.1,0
GCA_001600075.1,0
GCA_001600195.1,0
GCA_001600375.1,0
GCA_001600515.1,0
GCA_001600535.1,0
GCA_001600695.1,0
GCA_001600755.1,0
GCA_001602355.1,0
GCA_001602395.1,0
GCA_001604925.1,0
GCA_001604955.1,0
GCA_001605845.1,0
GCA_001618705.1,0
GCA_001618715.1,0
GCA_001618725.1,0
GCA_001618735.1,0
GCA_001619985.1,0
GCA_001625265.1,0
GCA_001625285.1,0
GCA_001630375.1,0
GCA_001630395.1,0
GCA_001630405.1,0
GCA_001630575.1,0
GCA_001630585.1,0
GCA_001630595.1,0
GCA_001630605.1,0
GCA_001633045.1,0
GCA_001634645.1,0
GCA_001636725.1,0
GCA_001636735.1,0
GCA_001636745.1,0
GCA_001640025.2,0
GCA_001640285.1,0
GCA_001641265.1,0
GCA_001642055.1,0
GCA_001642475.1,0
GCA_001643655.1,0
GCA_001643665.1,0
GCA_001644535.1,0
GCA_001646965.1,0
GCA_001646985.1,0
GCA_001649435.1,0
GCA_001651435.1,0
GCA_001651445.1,0
GCA_001651985.1,0
GCA_001653235.2,0
GCA_001654545.1,0
GCA_001655755.1,0
GCA_001655765.1,0
GCA_001657455.1,0
GCA_001657655.1,0
GCA_001659765.1,0
GCA_001661235.1,0
GCA_001661245.1,0
GCA_001661255.1,0
GCA_001661265.1,0
GCA_001661315.1,0
GCA_001661335.1,0
GCA_001661345.1,0
GCA_001661405.1,0
GCA_001661425.1,0
GCA_001661475.1,0
GCA_001662575.1,0
GCA_001662585.1,0
GCA_001662595.1,0
GCA_001662605.1,0
GCA_001662645.1,0
GCA_001662655.1,0
GCA_001662755.1,0
GCA_001663355.1,0
GCA_001664035.1,0
GCA_001664045.1,0
GCA_001669875.1,0
GCA_001669905.1,0
GCA_001669935.1,0
GCA_001669965.1,0
GCA_001669995.1,0
GCA_001670025.1,0
GCA_001670055.1,0
GCA_001670085.1,0
GCA_001670115.1,0
GCA_001670145.1,0
GCA_001670175.1,0
GCA_001670205.1,0
GCA_001670235.1,0
GCA_001670265.1,0
GCA_001670295.1,0
GCA_001670325.1,0
GCA_001670355.1,0
GCA_001670385.1,0
GCA_001670415.1,0
GCA_001670845.1,0
GCA_001670935.1,0
GCA_001670965.1,0
GCA_001670995.1,0
GCA_001671025.1,0
GCA_001671055.1,0
GCA_001671085.1,0
GCA_001671115.1,0
GCA_001671165.1,0
GCA_001671195.1,0
GCA_001671225.1,0
GCA_001671255.1,0
GCA_001671285.1,0
GCA_001671315.1,0
GCA_001671345.1,0
GCA_001671375.1,0
GCA_001671405.1,0
GCA_001671435.1,0
GCA_001671565.1,0
GCA_001671595.1,0
GCA_001671625.1,0
GCA_001671655.1,0
GCA_001671685.1,0
GCA_001671715.1,0
GCA_001671745.1,0
GCA_001671775.1,0
GCA_001671805.1,0
GCA_001671835.1,0
GCA_001671865.1,0
GCA_001671895.1,0
GCA_001671925.1,0
GCA_001671955.1,0
GCA_001671985.1,0
GCA_001675295.1,0
GCA_001678115.1,0
GCA_001680505.1,0
GCA_001680515.1,0
GCA_001680625.1,0
GCA_001680685.1,0
GCA_001682635.1,0
GCA_001682995.1,0
GCA_001684195.1,0
GCA_001684205.1,0
GCA_001684225.1,0
GCA_001693015.2,0
GCA_001693025.2,0
GCA_001693355.1,0
GCA_001695535.1,0
GCA_001696595.2,0
GCA_001696625.1,0
GCA_001696825.1,0
GCA_001702395.2,0
GCA_001702505.1,0
GCA_001702695.2,0
GCA_001702715.1,0
GCA_001702745.1,0
GCA_001702775.1,0
GCA_001702785.1,0
GCA_001702795.1,0
GCA_001702805.1,0
GCA_001702845.1,0
GCA_001702865.1,0
GCA_001702875.1,0
GCA_001702905.1,0
GCA_001702935.1,0
GCA_001702945.1,0
GCA_001702955.1,0
GCA_001702995.1,0
GCA_001703015.1,0
GCA_001703025.1,0
GCA_001703035.1,0
GCA_001703065.1,0
GCA_001703085.1,0
GCA_001703105.1,0
GCA_001703125.1,0
GCA_001703135.1,0
GCA_001703175.2,0
GCA_001703185.1,0
GCA_001703205.2,0
GCA_001703255.1,0
GCA_001703335.1,0
GCA_001703345.1,0
GCA_001703355.1,0
GCA_001703365.1,0
GCA_001703955.2,0
GCA_001713645.1,0
GCA_001713695.1,0
GCA_001715265.1,0
GCA_001715275.2,0
GCA_001717485.1,0
GCA_001721665.1,0
GCA_001723175.3,0
GCA_001735785.1,0
GCA_001735825.1,0
GCA_001737145.2,0
GCA_001737155.1,0
GCA_001737165.1,0
GCA_001737175.1,0
GCA_001737265.1,0
GCA_001737275.1,0
GCA_001737285.1,0
GCA_001737295.2,0
GCA_001737385.2,0
GCA_001737395.2,0
GCA_001737415.2,0
GCA_001737445.2,0
GCA_001737505.2,0
GCA_001737515.2,0
GCA_001737535.2,0
GCA_001737545.2,0
GCA_001737625.2,0
GCA_001737635.2,0
GCA_001737645.2,0
GCA_001737655.2,0
GCA_001737745.2,0
GCA_001737755.2,0
GCA_001737765.2,0
GCA_001737785.2,0
GCA_001737865.2,0
GCA_001737875.1,0
GCA_001737885.1,0
GCA_001737895.1,0
GCA_001737985.1,0
GCA_001737995.1,0
GCA_001738005.1,0
GCA_001738015.1,0
GCA_001738105.1,0
GCA_001738115.1,0
GCA_001738125.1,0
GCA_001738135.2,0
GCA_001738225.1,0
GCA_001738235.1,0
GCA_001738255.1,0
GCA_001738265.1,0
GCA_001738345.1,0
GCA_001738355.1,0
GCA_001738375.1,0
GCA_001738395.1,0
GCA_001738465.1,0
GCA_001738485.1,0
GCA_001738495.1,0
GCA_001738515.1,0
GCA_001738585.1,0
GCA_001738595.1,0
GCA_001738605.1,0
GCA_001738615.1,0
GCA_001738705.1,0
GCA_001738715.1,0
GCA_001738725.1,0
GCA_001738755.1,0
GCA_001738825.1,0
GCA_001738835.1,0
GCA_001738845.1,0
GCA_001738855.1,0
GCA_001738945.1,0
GCA_001738955.1,0
GCA_001738965.1,0
GCA_001738985.1,0
GCA_001739065.1,0
GCA_001739075.1,0
GCA_001739095.1,0
GCA_001739105.1,0
GCA_001739185.1,0
GCA_001739215.1,0
GCA_001739225.1,0
GCA_001739235.1,0
GCA_001739305.1,0
GCA_001739335.1,0
GCA_001739345.1,0
GCA_001739355.1,0
GCA_001739425.1,0
GCA_001739455.1,0
GCA_001739475.1,0
GCA_001739495.1,0
GCA_001739545.1,0
GCA_001739575.1,0
GCA_001739595.1,0
GCA_001739625.1,0
GCA_001739665.1,0
GCA_001739695.1,0
GCA_001739705.1,0
GCA_001739735.1,0
GCA_001739775.1,0
GCA_001739815.1,0
GCA_001739825.1,0
GCA_001739845.1,0
GCA_001739865.1,0
GCA_001739935.1,0
GCA_001739945.1,0
GCA_001739965.1,0
GCA_001739995.1,0
GCA_001740055.1,0
GCA_001740075.1,0
GCA_001740095.1,0
GCA_001740115.1,0
GCA_001740175.1,0
GCA_001740185.1,0
GCA_001740205.1,0
GCA_001740225.1,0
GCA_001740295.1,0
GCA_001740305.1,0
GCA_001740325.1,0
GCA_001740345.1,0
GCA_001740415.1,0
GCA_001740425.1,0
GCA_001740445.1,0
GCA_001740455.1,0
GCA_001740535.1,0
GCA_001740545.1,0
GCA_001740565.1,0
GCA_001740575.1,0
GCA_001740655.1,0
GCA_001740665.1,0
GCA_001740675.1,0
GCA_001740705.1,0
GCA_001740775.1,0
GCA_001740785.1,0
GCA_001740795.1,0
GCA_001740805.1,0
GCA_001740895.1,0
GCA_001740905.1,0
GCA_001740915.1,0
GCA_001740925.1,0
GCA_001741015.1,0
GCA_001741025.1,0
GCA_001741035.1,0
GCA_001741045.1,0
GCA_001741135.1,0
GCA_001741145.1,0
GCA_001741165.1,0
GCA_001741195.1,0
GCA_001741255.1,0
GCA_001741285.1,0
GCA_001741295.1,0
GCA_001741305.1,0
GCA_001741375.1,0
GCA_001741405.1,0
GCA_001741415.1,0
GCA_001741425.1,0
GCA_001741495.1,0
GCA_001741525.1,0
GCA_001741535.1,0
GCA_001741555.1,0
GCA_001741605.1,0
GCA_001741685.1,0
GCA_001741695.1,0
GCA_001741705.1,0
GCA_001741725.1,0
GCA_001741805.1,0
GCA_001741815.1,0
GCA_001741885.1,0
GCA_001741905.1,0
GCA_001741915.1,0
GCA_001748405.1,0
GCA_001750005.1,0
GCA_001750025.1,0
GCA_001750045.2,0
GCA_001761485.1,0
GCA_001773325.1,0
GCA_001792695.1,0
GCA_001831195.1,0
GCA_001835465.2,0
GCA_001855235.1,0
GCA_001857725.1,0
GCA_001857865.1,0
GCA_001858085.1,0
GCA_001879275.1,0
GCA_001879685.1,0
GCA_001879705.1,0
GCA_001883845.1,0
GCA_001889945.1,0
GCA_001890125.1,0
GCA_001890685.1,0
GCA_001890705.1,0
GCA_001890725.1,0
GCA_001890745.1,0
GCA_001890805.1,0
GCA_001890905.1,0
GCA_001896365.1,0
GCA_001901625.1,0
GCA_001907595.1,0
GCA_001908125.1,0
GCA_001914275.1,0
GCA_001929475.1,0
GCA_001931795.1,0
GCA_001931865.2,0
GCA_001931935.1,0
GCA_001931975.2,0
GCA_001931985.1,0
GCA_001937105.1,0
GCA_001939105.2,0
GCA_001939245.1,0
GCA_001939915.1,0
GCA_001950435.1,0
GCA_001950455.1,0
GCA_001950475.1,0
GCA_001950535.1,0
GCA_001950555.1,0
GCA_001950575.1,0
GCA_001951055.1,0
GCA_001951195.1,0
GCA_001951205.1,0
GCA_001972265.1,0
GCA_001972345.1,0
GCA_001975905.1,0
GCA_001983305.1,0
GCA_001983325.1,0
GCA_001984395.2,0
GCA_001990665.1,0
GCA_001990825.1,0
GCA_001990985.1,0
GCA_001999515.1,0
GCA_002000375.1,0
GCA_002003505.1,0
GCA_002006585.1,0
GCA_002007945.1,0
GCA_002007985.1,0
GCA_002007995.1,0
GCA_002008015.1,0
GCA_002008025.1,0
GCA_002008065.1,0
GCA_002008075.1,0
GCA_002008085.1,0
GCA_002008095.1,0
GCA_002016555.1,0
GCA_002022785.1,0
GCA_002057635.1,0
GCA_002057805.1,0
GCA_002057885.1,0
GCA_002057995.1,0
GCA_002058095.1,0
GCA_002058645.1,0
GCA_002068075.1,0
GCA_002072235.1,0
GCA_002072245.1,0
GCA_002072255.1,0
GCA_002072265.1,0
GCA_002072345.1,0
GCA_002072365.1,0
GCA_002072375.1,0
GCA_002072405.1,0
GCA_002072425.1,0
GCA_002072455.1,0
GCA_002073855.1,0
GCA_002079025.1,0
GCA_002079055.1,0
GCA_002079085.1,0
GCA_002079115.1,0
GCA_002079145.1,0
GCA_002079175.1,0
GCA_002080375.1,0
GCA_002093855.1,0
GCA_002094185.1,0
GCA_002099365.1,0
GCA_002105025.1,0
GCA_002105095.1,0
GCA_002105105.1,0
GCA_002105455.1,0
GCA_002116305.1,0
GCA_002116315.1,0
GCA_002116345.1,0
GCA_002116355.1,0
GCA_002118035.1,0
GCA_002118155.1,0
GCA_002120325.1,0
GCA_002148275.1,0
GCA_002148295.1,0
GCA_002148305.1,0
GCA_002153405.1,0
GCA_002156615.1,0
GCA_002162575.1,0
GCA_002163515.1,0
GCA_002165215.1,0
GCA_002166775.1,0
GCA_002168265.2,0
GCA_002179595.1,0
GCA_002189585.1,0
GCA_002211485.2,0
GCA_002214845.1,0
GCA_002214955.1,0
GCA_002214965.1,0
GCA_002215965.1,0
GCA_002217615.1,0
GCA_002217635.1,0
GCA_002219185.1,0
GCA_002219195.1,0
GCA_002224115.1,0
GCA_002233775.1,0
GCA_002233935.2,0
GCA_002233955.2,0
GCA_002233985.2,0
GCA_002233995.2,0
GCA_002234235.1,0
GCA_002234255.1,0
GCA_002234955.1,0
GCA_002234965.2,0
GCA_002234975.2,0
GCA_002234985.1,0
GCA_002236465.2,0
GCA_002236475.2,0
GCA_002236485.2,0
GCA_002236515.2,0
GCA_002236545.2,0
GCA_002236565.2,0
GCA_002236575.2,0
GCA_002236585.2,0
GCA_002236615.2,0
GCA_002236645.2,0
GCA_002236655.2,0
GCA_002236675.2,0
GCA_002236685.2,0
GCA_002236725.2,0
GCA_002236745.2,0
GCA_002236755.2,0
GCA_002236775.2,0
GCA_002236925.2,0
GCA_002237265.2,0
GCA_002245345.1,0
GCA_002246955.1,0
GCA_002249775.1,0
GCA_002251995.2,0
GCA_002259805.1,0
GCA_002259835.1,0
GCA_002259865.1,0
GCA_002259875.1,0
GCA_002259885.1,0
GCA_002271905.1,0
GCA_002271945.1,0
GCA_002276455.1,0
GCA_002288965.1,0
GCA_002314275.2,0
GCA_002335645.1,0
GCA_002369805.1,0
GCA_002370125.1,0
GCA_002370135.1,0
GCA_002370145.1,0
GCA_002370175.1,0
GCA_002370185.1,0
GCA_002370245.1,0
GCA_002370275.1,0
GCA_002370295.1,0
GCA_002370315.1,0
GCA_002370325.1,0
GCA_002370455.1,0
GCA_002370475.1,0
GCA_002370495.1,0
GCA_002370515.1,0
GCA_002370575.1,0
GCA_002370595.1,0
GCA_002370615.1,0
GCA_002370635.1,0
GCA_002370645.1,0
GCA_002370655.1,0
GCA_002370695.1,0
GCA_002370705.1,0
GCA_002370735.1,0
GCA_002370755.1,0
GCA_002370765.1,0
GCA_002370795.1,0
GCA_002370815.1,0
GCA_002370825.1,0
GCA_002370835.1,0
GCA_002370855.1,0
GCA_002370875.1,0
GCA_002370905.1,0
GCA_002370915.1,0
GCA_002370995.1,0
GCA_002374375.1,0
GCA_002374385.1,0
GCA_002374395.1,0
GCA_002374405.1,0
GCA_002374455.1,0
GCA_002374465.1,0
GCA_002374475.1,0
GCA_002374485.1,0
GCA_002374535.1,0
GCA_002374545.1,0
GCA_002374555.1,0
GCA_002374595.1,0
GCA_002374615.1,0
GCA_002374635.1,0
GCA_002374645.1,0
GCA_002374675.1,0
GCA_002374695.1,0
GCA_002374715.1,0
GCA_002374725.1,0
GCA_002374735.1,0
GCA_002374775.1,0
GCA_002374795.1,0
GCA_002375215.1,0
GCA_002382835.1,0
GCA_002382855.1,0
GCA_002443195.2,0
GCA_002443215.2,0
GCA_002456175.2,0
GCA_002557695.1,0
GCA_002571405.2,0
GCA_002571455.1,0
GCA_002591385.1,0
GCA_002632455.2,0
GCA_002682825.1,0
GCA_002711385.1,0
GCA_002711405.2,0
GCA_002740505.1,0
GCA_002749545.1,0
GCA_002749775.1,0
GCA_002749805.1,0
GCA_002749855.1,0
GCA_002759435.2,0
GCA_002775015.1,0
GCA_002775195.1,0
GCA_002776445.1,0
GCA_002786025.1,0
GCA_002786045.1,0
GCA_002796735.1,0
GCA_002798055.1,0
GCA_002798095.1,0
GCA_002807125.1,0
GCA_002814275.1,0
GCA_002835845.1,0
GCA_002837235.1,0
GCA_002837675.1,0
GCA_002838845.1,0
GCA_002846915.2,0
GCA_002847045.1,0
GCA_002847465.1,0
GCA_002847485.1,0
GCA_002849105.1,0
GCA_002850765.1,0
GCA_002851655.1,0
GCA_002851675.1,0
GCA_002851695.1,0
GCA_002851705.1,0
GCA_002851715.1,0
GCA_002851755.1,0
GCA_002851775.1,0
GCA_002864065.1,0
GCA_002864075.1,0
GCA_002864195.1,0
GCA_002871155.1,0
GCA_002887685.1,0
GCA_002892985.1,0
GCA_002892995.1,0
GCA_002893025.1,0
GCA_002893035.1,0
GCA_002893045.1,0
GCA_002893645.1,0
GCA_002893665.1,0
GCA_002893685.1,0
GCA_002893705.1,0
GCA_002893725.1,0
GCA_002893735.1,0
GCA_002894005.2,0
GCA_002894145.1,0
GCA_002894205.1,0
GCA_002894245.1,0
GCA_002894445.1,0
GCA_002894705.1,0
GCA_002901105.1,0
GCA_002901185.1,0
GCA_002911495.2,0
GCA_002916415.1,0
GCA_002916455.1,0
GCA_002916505.1,0
GCA_002916895.1,0
GCA_002916945.1,0
GCA_002917005.1,0
GCA_002917015.1,0
GCA_002917055.1,0
GCA_002918395.1,0
GCA_002926055.1,0
GCA_002926085.1,0
GCA_002927005.1,0
GCA_002930425.1,0
GCA_002930435.1,0
GCA_002930455.1,0
GCA_002933435.1,0
GCA_002937415.1,0
GCA_002937425.1,0
GCA_002939685.2,0
GCA_002946385.1,0
GCA_002946415.1,0
GCA_002946425.1,0
GCA_002952155.1,0
GCA_002975495.1,0
GCA_002975505.1,0
GCA_002975535.1,0
GCA_002975555.1,0
GCA_002975575.1,0
GCA_002975595.1,0
GCA_002975615.1,0
GCA_002975635.1,0
GCA_002975655.1,0
GCA_002975665.1,0
GCA_002975685.1,0
GCA_002975705.1,0
GCA_002975725.1,0
GCA_002975755.1,0
GCA_002975775.1,0
GCA_002975795.1,0
GCA_002975815.1,0
GCA_002975825.1,0
GCA_002975845.1,0
GCA_002975875.1,0
GCA_002975895.1,0
GCA_002975915.1,0
GCA_002975935.1,0
GCA_002975955.1,0
GCA_002975975.1,0
GCA_002975995.1,0
GCA_002976015.1,0
GCA_002976025.1,0
GCA_002976045.1,0
GCA_002976075.1,0
GCA_002976085.1,0
GCA_002976105.1,0
GCA_002976125.1,0
GCA_002976145.1,0
GCA_002976175.1,0
GCA_002976275.1,0
GCA_002980475.2,0
GCA_002980515.1,0
GCA_002982035.1,0
GCA_002982055.1,0
GCA_003004485.1,0
GCA_003004525.2,0
GCA_003012085.1,0
GCA_003012105.1,0
