Name,length,Function,Exognous vs. Endogenous,Phylum
WSLN01001972.1_7_,262,Rep,Endogenous,Basidiomycota
WSLN01002101.1_5_,262,Rep,Endogenous,Basidiomycota
WSLN01002113.1_6_,372,Rep,Endogenous,Basidiomycota
WSLN01002271.1_2_,367,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_32,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_33,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_34,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_35,465,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_36,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_37,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_38,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_39,434,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_40,412,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_41,446,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_42,405,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_43,442,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_44,392,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_45,333,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_46,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_47,419,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._394,550,Rep,Endogenous,Basidiomycota
WSLN01002458.1_3_,321,Rep,Endogenous,Basidiomycota
WSLN01002501.1_8_,372,Rep,Endogenous,Basidiomycota
WSLN01002927.1_1_,372,Rep,Endogenous,Basidiomycota
WSLN01003454.1_3_,381,Rep,Endogenous,Basidiomycota
WSLN01003525.1_6_,378,Rep,Endogenous,Basidiomycota
WSLN01003568.1_4_,369,Rep,Endogenous,Basidiomycota
WSLN01003637.1_4_,147,Rep,Endogenous,Basidiomycota
WSLN01003804.1_2_,280,Rep,Endogenous,Basidiomycota
WSLN01004058.1_5_,372,Rep,Endogenous,Basidiomycota
WSLN01004164.1_3_,262,Rep,Endogenous,Basidiomycota
WSLN01004196.1_1_,262,Rep,Endogenous,Basidiomycota
WSLN01004314.1_4_,123,Rep,Endogenous,Basidiomycota
WSLN01004378.1_2_,123,Rep,Endogenous,Basidiomycota
WSLN01004678.1_1_,415,Rep,Endogenous,Basidiomycota
WSLN01004705.1_1_,316,Rep,Endogenous,Basidiomycota
WSLN01004839.1_5_,262,Rep,Endogenous,Basidiomycota
WSLN01004860.1_1_,391,Rep,Endogenous,Basidiomycota
WSLN01005067.1_2_,234,Rep,Endogenous,Basidiomycota
WSLN01005390.1_1_,267,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_48,280,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_49,403,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_50,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_51,382,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_52,331,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_53,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_54,535,Rep,Endogenous,Basidiomycota
WSLN01005917.1_1_,369,Rep,Endogenous,Basidiomycota
WSLN01006447.1_2_,390,Rep,Endogenous,Basidiomycota
WSLN01006450.1_1_,306,Rep,Endogenous,Basidiomycota
WSLN01007549.1_1_,417,Rep,Endogenous,Basidiomycota
WSLN01007766.1_1_,372,Rep,Endogenous,Basidiomycota
WSLN01007839.1_1_,190,Rep,Endogenous,Basidiomycota
WSLN01007991.1_1_,262,Rep,Endogenous,Basidiomycota
WSLN01007993.1_2_,526,Rep,Endogenous,Basidiomycota
WSLM01006507.1_1_,378,Rep,Endogenous,Basidiomycota
WSLM01006523.1_1_,451,Rep,Endogenous,Basidiomycota
WSLM01006524.1_3_,338,Rep,Endogenous,Basidiomycota
WSLM01006526.1_3_,212,Rep,Endogenous,Basidiomycota
WSLM01006601.1_2_,282,Rep,Endogenous,Basidiomycota
WSLM01006631.1_1_,397,Rep,Endogenous,Basidiomycota
WSLM01006634.1_1_,393,Rep,Endogenous,Basidiomycota
WSLM01006687.1_3_,187,Rep,Endogenous,Basidiomycota
WSLM01006745.1_2_,185,Rep,Endogenous,Basidiomycota
WSLM01006781.1_2_,400,Rep,Endogenous,Basidiomycota
WSLM01006892.1_1_,397,Rep,Endogenous,Basidiomycota
WSLM01006909.1_1_,466,Rep,Endogenous,Basidiomycota
WSLM01006954.1_1_,397,Rep,Endogenous,Basidiomycota
WSLM01006967.1_2_,216,Rep,Endogenous,Basidiomycota
WSLM01007071.1_2_,345,Rep,Endogenous,Basidiomycota
WSLM01007121.1_1_,373,Rep,Endogenous,Basidiomycota
WSLM01007180.1_1_,203,Rep,Endogenous,Basidiomycota
WSLM01007192.1_2_,522,Rep,Endogenous,Basidiomycota
WSLM01007230.1_3_,129,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._428,427,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._428_2,427,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_55,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_56,909,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_57,442,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_58,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_59,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_60,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_61,499,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_62,459,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_63,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_64,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_65,721,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_66,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_67,440,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_68,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_69,412,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_70,459,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_71,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_72,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_73,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_74,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_75,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_76,560,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_77,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_78,343,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_79,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_80,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_81,459,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_82,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_83,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_84,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_85,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_86,671,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_87,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_88,918,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_89,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_90,688,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_91,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_92,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_93,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_94,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_95,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_96,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_97,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_98,459,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_99,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_100,384,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_101,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_102,434,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_103,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_104,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_105,403,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_106,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_107,423,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_108,266,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_109,409,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_110,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_111,427,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_112,460,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_113,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_114,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_115,382,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_116,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_117,428,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_118,428,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_119,428,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_120,455,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_121,417,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_122,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_123,428,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_124,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_125,250,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_126,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_127,360,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_128,441,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_129,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_130,184,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_131,417,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_132,428,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_133,414,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_134,1165,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_135,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_136,409,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_137,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_138,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_139,409,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_140,460,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_141,737,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_142,429,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_143,382,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_144,399,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_145,399,Rep,Endogenous,Basidiomycota
Ceratobasidium_sp._AG-Ba_146,429,Rep,Endogenous,Basidiomycota
CEMJ01393356.1_66_,183,Rep,Endogenous,Basidiomycota
Fomitopsis_betulina,322,Rep,Endogenous,Basidiomycota
Fomitopsis_betulina_2,321,Rep,Endogenous,Basidiomycota
CEMK01729056.1_6_,99,Rep,Endogenous,Basidiomycota
CEMK01729056.1_7_,102,Rep,Endogenous,Basidiomycota
Gymnopilus_junonius,372,Rep,Endogenous,Basidiomycota
Gymnopilus_junonius_2,377,Rep,Endogenous,Basidiomycota
JACTVC010000031.1_499_,96,Rep,Endogenous,Basidiomycota
JACTVC010000031.1_500_,239,Rep,Endogenous,Basidiomycota
Laccaria_bicolor_S238N-H82,382,Rep,Endogenous,Basidiomycota
JACTVD010000058.1_186_,96,Rep,Endogenous,Basidiomycota
JACTVD010000058.1_187_,239,Rep,Endogenous,Basidiomycota
JACTVD010000179.1_76_,96,Rep,Endogenous,Basidiomycota
JACTVD010000179.1_77_,246,Rep,Endogenous,Basidiomycota
Laccaria_amethystina_LaAM-08-1,399,Rep,Endogenous,Basidiomycota
Laccaria_bicolor_S238N-H82_2,382,Rep,Endogenous,Basidiomycota
JACTVB010002322.1_2_,278,Rep,Endogenous,Basidiomycota
JACTVB010003763.1_2_,261,Rep,Endogenous,Basidiomycota
JACTVB010042122.1_1_,91,Rep,Endogenous,Basidiomycota
JACTVE010003228.1_1_,96,Rep,Endogenous,Basidiomycota
JACTVE010003228.1_2_,278,Rep,Endogenous,Basidiomycota
Lactarius_indigo,556,Rep,Endogenous,Basidiomycota
Lactarius_indigo_2,436,Rep,Endogenous,Basidiomycota
Lactarius_indigo_3,436,Rep,Endogenous,Basidiomycota
Lactarius_indigo_4,436,Rep,Endogenous,Basidiomycota
Lactarius_indigo_5,436,Rep,Endogenous,Basidiomycota
Lactarius_indigo_6,436,Rep,Endogenous,Basidiomycota
Lactarius_quietus,169,Rep,Endogenous,Basidiomycota
Lactifluus_volemus,400,Rep,Endogenous,Basidiomycota
QFEA01004938.1_14_,125,Rep,Endogenous,Basidiomycota
BCJR01000246.1_4_,145,Rep,Endogenous,Basidiomycota
BCJR01000246.1_5_,112,Rep,Endogenous,Basidiomycota
KQ962614.1_52_,100,Rep,Endogenous,Basidiomycota
JABCKH010000016.1_20_,118,Rep,Endogenous,Basidiomycota
JABCKH010000016.1_21_,101,Rep,Endogenous,Basidiomycota
Panaeolus_papilionaceus,370,Rep,Endogenous,Basidiomycota
JANFAH010000015.1_1643_,190,Rep,Endogenous,Basidiomycota
JANFAH010000015.1_1694_,213,Rep,Endogenous,Basidiomycota
JANFAH010000015.1_1701_,60,Rep,Endogenous,Basidiomycota
JANFAH010000015.1_1702_,269,Rep,Endogenous,Basidiomycota
JANFAH010000087.1_51_,213,Rep,Endogenous,Basidiomycota
JANFAH010000087.1_58_,213,Rep,Endogenous,Basidiomycota
JANFAH010000087.1_64_,213,Rep,Endogenous,Basidiomycota
JANFAH010000098.1_51_,170,Rep,Endogenous,Basidiomycota
JANFAH010000098.1_58_,213,Rep,Endogenous,Basidiomycota
JANFAH010000128.1_10_,213,Rep,Endogenous,Basidiomycota
JANFAH010000128.1_50_,213,Rep,Endogenous,Basidiomycota
Pisolithus_orientalis,462,Rep,Endogenous,Basidiomycota
Pisolithus_orientalis_2,479,Rep,Endogenous,Basidiomycota
Pisolithus_orientalis_3,479,Rep,Endogenous,Basidiomycota
Pisolithus_orientalis_4,462,Rep,Endogenous,Basidiomycota
Pisolithus_orientalis_5,479,Rep,Endogenous,Basidiomycota
Pisolithus_orientalis_6,479,Rep,Endogenous,Basidiomycota
Pisolithus_tinctorius_Marx_270,334,Rep,Endogenous,Basidiomycota
Pisolithus_tinctorius_Marx_270_2,212,Rep,Endogenous,Basidiomycota
CEMT01386796.1_1_,244,Rep,Endogenous,Basidiomycota
LBLN01005204.1_1_,123,Rep,Endogenous,Basidiomycota
LBLN01005204.1_2_,213,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani,474,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_2,447,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_3,489,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_4,182,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_5,487,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_6,489,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_7,441,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_8,484,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_9,489,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_10,489,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_11,489,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_12,474,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_13,432,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_14,487,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_15,469,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_16,299,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_17,474,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_18,447,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_19,489,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_20,182,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_21,487,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_22,489,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_23,441,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_24,484,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_25,489,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_26,489,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_27,489,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_28,474,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_29,432,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_30,487,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_31,469,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_32,603,Rep,Endogenous,Basidiomycota
CP102643.1_531_,145,Rep,Endogenous,Basidiomycota
CP102649.1_2354_,145,Rep,Endogenous,Basidiomycota
CP102653.1_1289_,145,Rep,Endogenous,Basidiomycota
CP102655.1_1882_,145,Rep,Endogenous,Basidiomycota
JAJQOV010000047.1_84_,145,Rep,Endogenous,Basidiomycota
JAWHUG010000020.1_281_,132,Rep,Endogenous,Basidiomycota
JAMYKR010000002.1_1003_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000002.1_2781_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000004.1_7_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000006.1_422_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000006.1_869_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000006.1_2131_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000006.1_2362_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000006.1_2497_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000008.1_636_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000008.1_750_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000008.1_1771_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000009.1_47_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000010.1_239_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000010.1_2251_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000011.1_1361_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000011.1_1369_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000012.1_434_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000012.1_1829_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000013.1_610_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000014.1_43_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000014.1_51_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000014.1_477_,146,Rep,Endogenous,Basidiomycota
JAMYKR010000014.1_1430_,119,Rep,Endogenous,Basidiomycota
JAMYKR010000015.1_633_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000016.1_128_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000017.1_616_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000018.1_420_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000020.1_155_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000020.1_159_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000022.1_26_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000022.1_272_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000023.1_79_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000024.1_190_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000025.1_36_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000026.1_107_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000028.1_29_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000033.1_33_,140,Rep,Endogenous,Basidiomycota
JAMYKR010000034.1_42_,141,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_33,484,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_34,204,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_35,338,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_36,452,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_37,446,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_38,179,Rep,Endogenous,Basidiomycota
JAHVAN010000002.1_3903_,145,Rep,Endogenous,Basidiomycota
JAHVAN010000012.1_364_,145,Rep,Endogenous,Basidiomycota
JAHVAN010000014.1_775_,145,Rep,Endogenous,Basidiomycota
JAHVAN010000018.1_35_,145,Rep,Endogenous,Basidiomycota
JAHVAN010000021.1_354_,191,Rep,Endogenous,Basidiomycota
JAHVAN010000030.1_70_,145,Rep,Endogenous,Basidiomycota
JAHVAN010000039.1_61_,130,Rep,Endogenous,Basidiomycota
JADHEA010000005.1_340_,140,Rep,Endogenous,Basidiomycota
JADHEA010000005.1_1528_,140,Rep,Endogenous,Basidiomycota
JADHEA010000008.1_2563_,140,Rep,Endogenous,Basidiomycota
JADHEA010000009.1_2359_,140,Rep,Endogenous,Basidiomycota
JADHEA010000019.1_540_,140,Rep,Endogenous,Basidiomycota
JADHEA010000047.1_1_,86,Rep,Endogenous,Basidiomycota
JADHEA010000054.1_101_,140,Rep,Endogenous,Basidiomycota
JADHEA010000055.1_55_,138,Rep,Endogenous,Basidiomycota
JADHEA010000068.1_119_,161,Rep,Endogenous,Basidiomycota
JADHEA010000074.1_58_,161,Rep,Endogenous,Basidiomycota
JADHEA010000087.1_94_,140,Rep,Endogenous,Basidiomycota
JADHEA010000090.1_34_,140,Rep,Endogenous,Basidiomycota
JADHEA010000090.1_130_,140,Rep,Endogenous,Basidiomycota
JADHEA010000095.1_49_,185,Rep,Endogenous,Basidiomycota
JADHEA010000124.1_50_,140,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_39,346,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_40,453,Rep,Endogenous,Basidiomycota
CAJMWS010000022.1_5_,220,Rep,Endogenous,Basidiomycota
CAJMWW010000120.1_15_,153,Rep,Endogenous,Basidiomycota
CAJMWW010000396.1_2_,140,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_41,134,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_42,131,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_43,285,Rep,Endogenous,Basidiomycota
JAPQWR010000007.1_1893_,141,Rep,Endogenous,Basidiomycota
JAPQWR010000012.1_1095_,141,Rep,Endogenous,Basidiomycota
JAPQWR010000015.1_600_,141,Rep,Endogenous,Basidiomycota
JAPQWR010000021.1_379_,145,Rep,Endogenous,Basidiomycota
JAPQWR010000021.1_388_,145,Rep,Endogenous,Basidiomycota
JAPQWR010000028.1_261_,71,Rep,Endogenous,Basidiomycota
JAPQWR010000028.1_311_,137,Rep,Endogenous,Basidiomycota
JAPQWR010000035.1_106_,141,Rep,Endogenous,Basidiomycota
JAPQWR010000035.1_236_,83,Rep,Endogenous,Basidiomycota
JAPQWR010000054.1_46_,83,Rep,Endogenous,Basidiomycota
JAPQWR010000058.1_76_,141,Rep,Endogenous,Basidiomycota
JAPQWR010000067.1_58_,145,Rep,Endogenous,Basidiomycota
JAPQWR010000071.1_78_,137,Rep,Endogenous,Basidiomycota
JAPQWR010000075.1_27_,137,Rep,Endogenous,Basidiomycota
JAPQWR010000075.1_64_,137,Rep,Endogenous,Basidiomycota
JAPQWR010000079.1_58_,137,Rep,Endogenous,Basidiomycota
JAPQWR010000079.1_76_,137,Rep,Endogenous,Basidiomycota
JAPQWR010000084.1_11_,137,Rep,Endogenous,Basidiomycota
JAPQWR010000084.1_42_,137,Rep,Endogenous,Basidiomycota
JAPQWR010000084.1_64_,137,Rep,Endogenous,Basidiomycota
JAPQWR010000087.1_60_,137,Rep,Endogenous,Basidiomycota
CAJMWY010001731.1_6_,160,Rep,Endogenous,Basidiomycota
CAJMWY010003305.1_3_,208,Rep,Endogenous,Basidiomycota
CAJMWY010003790.1_3_,165,Rep,Endogenous,Basidiomycota
CAJMWY010003905.1_1_,149,Rep,Endogenous,Basidiomycota
CAJMWR010000351.1_1_,127,Rep,Endogenous,Basidiomycota
CAJMWR010002462.1_2_,145,Rep,Endogenous,Basidiomycota
CAJMWR010003809.1_3_,130,Rep,Endogenous,Basidiomycota
CAJMWT010006947.1_7_,129,Rep,Endogenous,Basidiomycota
CAJMWT010008173.1_2_,144,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_44,457,Rep,Endogenous,Basidiomycota
CAJMWZ010006696.1_1_,183,Rep,Endogenous,Basidiomycota
CAJNJQ010002979.1_3_,140,Rep,Endogenous,Basidiomycota
CAJNJQ010006441.1_1_,166,Rep,Endogenous,Basidiomycota
CAJMWV010003423.1_3_,166,Rep,Endogenous,Basidiomycota
CAJZAD010001231.1_3_,150,Rep,Endogenous,Basidiomycota
CAJZAD010001930.1_2_,137,Rep,Endogenous,Basidiomycota
CAOJ01008620.1_3_,150,Rep,Endogenous,Basidiomycota
CAOJ01011375.1_2_,137,Rep,Endogenous,Basidiomycota
CAOJ01012872.1_3_,74,Rep,Endogenous,Basidiomycota
CAOJ01013387.1_4_,137,Rep,Endogenous,Basidiomycota
CAOJ01014638.1_6_,137,Rep,Endogenous,Basidiomycota
CAOJ01017074.1_1_,134,Rep,Endogenous,Basidiomycota
CAOJ01019057.1_2_,137,Rep,Endogenous,Basidiomycota
CAOJ01019113.1_2_,137,Rep,Endogenous,Basidiomycota
CAOJ01019330.1_1_,137,Rep,Endogenous,Basidiomycota
CAOJ01019422.1_1_,108,Rep,Endogenous,Basidiomycota
CAOJ01019518.1_1_,137,Rep,Endogenous,Basidiomycota
